Country_Code,Country,Sector,Purpose,Total_Disbursement_USD,Population,Per_Capita_USD
MDG,Madagascar,Other Social Infrastructure and Services,Social Protection,79261.0,29691083,0.00
MDG,Madagascar,"Maternal and Child Health, Family Planning",Reproductive health care,57751.0,29691083,0.00
MDG,Madagascar,Basic Health,Basic nutrition,40298.0,29691083,0.00
MDG,Madagascar,Water Supply and Sanitation,Education and training in water supply and sanitation,4246.0,29691083,0.00
MDG,Madagascar,Other Multisector,Research/scientific institutions,2280.0,29691083,0.00
MDV,Maldives,Basic Health,COVID-19 control,2390255.0,516154,4.63
MDV,Maldives,Government and Civil Society,Countering violent extremism,177152.0,516154,0.34
MEX,Mexico,Government and Civil Society,Human rights,6573524.0,127648148,0.05
MEX,Mexico,Government and Civil Society,Decentralisation and support to subnational government,6158175.0,127648148,0.05
MEX,Mexico,Government and Civil Society,Anti-corruption organisations and institutions,6121633.0,127648148,0.05
MEX,Mexico,Government and Civil Society,Legal and judicial development,5322587.0,127648148,0.04
MEX,Mexico,Operating Expenses,Operating Expenses,5286713.0,127648148,0.04
MEX,Mexico,Other Multisector,Multisector aid,3663212.0,127648148,0.03
MEX,Mexico,General Environmental Protection,Biosphere protection,3365875.0,127648148,0.03
MEX,Mexico,Government and Civil Society,Democratic participation and civil society,1375040.0,127648148,0.01
MEX,Mexico,Energy,"Energy generation, renewable sources - multiple technologies",471421.0,127648148,0.00
MEX,Mexico,Disaster Prevention and Preparedness,Multi-hazard response preparedness,375506.0,127648148,0.00
MEX,Mexico,Post-Secondary Education,Higher education,318596.0,127648148,0.00
MEX,Mexico,Basic Health,Basic health care,246623.0,127648148,0.00
MEX,Mexico,Government and Civil Society,Ending violence against women and girls,162951.0,127648148,0.00
MEX,Mexico,Banking and Financial Services,Financial policy and administrative management,87274.0,127648148,0.00
MEX,Mexico,Emergency Response,Relief co-ordination; protection and support services,60000.0,127648148,0.00
MEX,Mexico,General Environmental Protection,Environmental policy and administrative management,18440.0,127648148,0.00
MHL,Marshall Islands,Operating Expenses,Operating Expenses,385002.0,41367,9.31
MHL,Marshall Islands,Disaster Prevention and Preparedness,Multi-hazard response preparedness,117858.0,41367,2.85
MKD,North Macedonia,Operating Expenses,Operating Expenses,3805259.0,1837114,2.07
MKD,North Macedonia,Government and Civil Society,Democratic participation and civil society,2994844.0,1837114,1.63
MKD,North Macedonia,Business and Other Services,Business Policy and Administation,1940399.0,1837114,1.06
MKD,North Macedonia,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",921128.0,1837114,0.50
MKD,North Macedonia,Government and Civil Society,Countering violent extremism,852606.0,1837114,0.46
MKD,North Macedonia,Other Multisector,Multisector aid,734236.0,1837114,0.40
MKD,North Macedonia,Basic Education,Primary education,474726.0,1837114,0.26
MKD,North Macedonia,Government and Civil Society,Media and free flow of information,421305.0,1837114,0.23
MKD,North Macedonia,Post-Secondary Education,Higher education,167253.0,1837114,0.09
MKD,North Macedonia,Industry,Small and medium-sized enterprises (SME) development,101344.0,1837114,0.06
MKD,North Macedonia,Government and Civil Society,Elections,92577.0,1837114,0.05
MKD,North Macedonia,Government and Civil Society,Public finance management,68553.0,1837114,0.04
MKD,North Macedonia,Government and Civil Society,Cyber security,41729.0,1837114,0.02
MKD,North Macedonia,Government and Civil Society,Legal and judicial development,38341.0,1837114,0.02
MKD,North Macedonia,Government and Civil Society,Human rights,33287.0,1837114,0.02
MKD,North Macedonia,Government and Civil Society,Public sector policy and administrative management,30000.0,1837114,0.02
MKD,North Macedonia,Basic Health,COVID-19 control,25000.0,1837114,0.01
MKD,North Macedonia,Energy,Energy policy and administrative management,20715.0,1837114,0.01
MKD,North Macedonia,General Environmental Protection,Environmental research,9464.0,1837114,0.01
MKD,North Macedonia,Program Design and Learning,Program Design and Learning,8880.0,1837114,0.00
MKD,North Macedonia,Other Multisector,Multisector education/training,4923.0,1837114,0.00
MKD,North Macedonia,Other Social Infrastructure and Services,Social Protection,-10304.0,1837114,-0.01
MLI,Mali,Emergency Response,Relief co-ordination; protection and support services,46142566.0,22388630,2.06
MLI,Mali,Basic Education,Primary education,16842487.0,22388630,0.75
MLI,Mali,Operating Expenses,Operating Expenses,14322112.0,22388630,0.64
MLI,Mali,Agriculture,Agricultural policy and administrative management,13899697.0,22388630,0.62
MLI,Mali,Basic Health,COVID-19 control,7552116.0,22388630,0.34
MLI,Mali,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",6362678.0,22388630,0.28
MLI,Mali,Government and Civil Society,Legal and judicial development,4175247.0,22388630,0.19
MLI,Mali,Emergency Response,Emergency food assistance,2868428.0,22388630,0.13
MLI,Mali,Government and Civil Society,Democratic participation and civil society,2680844.0,22388630,0.12
MLI,Mali,Government and Civil Society,Decentralisation and support to subnational government,2312676.0,22388630,0.10
MLI,Mali,Water Supply and Sanitation,Basic drinking water supply and basic sanitation,1685958.0,22388630,0.08
MLI,Mali,Government and Civil Society,Elections,1248694.0,22388630,0.06
MLI,Mali,"Education, Level Unspecified",Education policy and administrative management,1149999.0,22388630,0.05
MLI,Mali,Government and Civil Society,Public finance management,1127389.0,22388630,0.05
MLI,Mali,Business and Other Services,Business Policy and Administation,600000.0,22388630,0.03
MLI,Mali,Agriculture,Food crop production,523596.0,22388630,0.02
MLI,Mali,Water Supply and Sanitation,Basic sanitation,431393.0,22388630,0.02
MLI,Mali,Upper Secondary Education,Upper Secondary education,378034.0,22388630,0.02
MLI,Mali,Other Multisector,Multisector aid,263141.0,22388630,0.01
MLI,Mali,Government and Civil Society,Public sector policy and administrative management,83462.0,22388630,0.00
MLI,Mali,"Maternal and Child Health, Family Planning",Population policy and administrative management,71135.0,22388630,0.00
MLI,Mali,Water Supply and Sanitation,Basic drinking water supply,52990.0,22388630,0.00
MLI,Mali,Administration and Oversight,Administration and Oversight,51935.0,22388630,0.00
MLI,Mali,Program Design and Learning,Program Design and Learning,38665.0,22388630,0.00
MLI,Mali,General Environmental Protection,Biosphere protection,37532.0,22388630,0.00
MLI,Mali,Agriculture,Agricultural development,21782.0,22388630,0.00
MLI,Mali,Other Social Infrastructure and Services,Social Protection,12888.0,22388630,0.00
MLI,Mali,Water Supply and Sanitation,Water sector policy and administrative management,1497.0,22388630,0.00
MLI,Mali,Emergency Response,Material relief assistance and services,-5800.0,22388630,-0.00
MLI,Mali,"Health, General",Health policy and administrative management,-12189.0,22388630,-0.00
MMR,Burma (Myanmar),Emergency Response,Relief co-ordination; protection and support services,34939979.0,53387102,0.65
MMR,Burma (Myanmar),Emergency Response,Emergency food assistance,16673847.0,53387102,0.31
MMR,Burma (Myanmar),"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",14287458.0,53387102,0.27
MMR,Burma (Myanmar),Agriculture,Agricultural policy and administrative management,10235118.0,53387102,0.19
MMR,Burma (Myanmar),Operating Expenses,Operating Expenses,9864423.0,53387102,0.18
MMR,Burma (Myanmar),Government and Civil Society,Elections,7345124.0,53387102,0.14
MMR,Burma (Myanmar),Basic Health,COVID-19 control,6077516.0,53387102,0.11
MMR,Burma (Myanmar),Government and Civil Society,Democratic participation and civil society,5677421.0,53387102,0.11
MMR,Burma (Myanmar),Business and Other Services,Business Policy and Administation,4792981.0,53387102,0.09
MMR,Burma (Myanmar),Government and Civil Society,Legal and judicial development,4644875.0,53387102,0.09
MMR,Burma (Myanmar),Government and Civil Society,Human rights,3507552.0,53387102,0.07
MMR,Burma (Myanmar),Government and Civil Society,Decentralisation and support to subnational government,3499953.0,53387102,0.07
MMR,Burma (Myanmar),Trade Policy and Regulations,Trade facilitation,2224162.0,53387102,0.04
MMR,Burma (Myanmar),Government and Civil Society,Media and free flow of information,2015846.0,53387102,0.04
MMR,Burma (Myanmar),Banking and Financial Services,Monetary institutions,1210637.0,53387102,0.02
MMR,Burma (Myanmar),Other Multisector,Multisector aid,907576.0,53387102,0.02
MMR,Burma (Myanmar),Government and Civil Society,Legislatures and political parties,798160.0,53387102,0.01
MMR,Burma (Myanmar),"Education, Level Unspecified",Education policy and administrative management,760974.0,53387102,0.01
MMR,Burma (Myanmar),Agriculture,Agricultural inputs,600000.0,53387102,0.01
MMR,Burma (Myanmar),Disaster Prevention and Preparedness,Multi-hazard response preparedness,141961.0,53387102,0.00
MMR,Burma (Myanmar),General Environmental Protection,Bio-diversity,11180.0,53387102,0.00
MMR,Burma (Myanmar),Emergency Response,Material relief assistance and services,-125409.0,53387102,-0.00
MNA,North Africa Region,Other Social Infrastructure and Services,Employment Creation,480109.0,704458802,0.00
MNA,North Africa Region,Government and Civil Society,Democratic participation and civil society,-27852.0,704458802,-0.00
MNE,Montenegro,Operating Expenses,Operating Expenses,805843.0,625053,1.29
MNE,Montenegro,Government and Civil Society,Media and free flow of information,568656.0,625053,0.91
MNE,Montenegro,Other Multisector,Multisector aid,134021.0,625053,0.21
MNE,Montenegro,Transport and Storage,Transport policy and administrative management,130000.0,625053,0.21
MNE,Montenegro,Government and Civil Society,Human rights,101496.0,625053,0.16
MNE,Montenegro,"Education, Level Unspecified",Education policy and administrative management,64670.0,625053,0.10
MNE,Montenegro,Basic Health,COVID-19 control,42595.0,625053,0.07
MNE,Montenegro,Other Multisector,Food security policy and administrative management,16237.0,625053,0.03
MNE,Montenegro,Tourism,Tourism policy and administrative management,2000.0,625053,0.00
MNG,Mongolia,Trade Policy and Regulations,Trade policy and administrative management,1721540.0,3383741,0.51
MNG,Mongolia,Government and Civil Society,Democratic participation and civil society,1639414.0,3383741,0.48
MNG,Mongolia,Operating Expenses,Operating Expenses,1021991.0,3383741,0.30
MNG,Mongolia,Basic Health,COVID-19 control,1009374.0,3383741,0.30
MNG,Mongolia,Disaster Prevention and Preparedness,Multi-hazard response preparedness,550606.0,3383741,0.16
MNG,Mongolia,Other Multisector,Multisector aid,97004.0,3383741,0.03
MNG,Mongolia,Business and Other Services,Business Policy and Administation,-516.0,3383741,-0.00
MOZ,Mozambique,Emergency Response,Relief co-ordination; protection and support services,62198003.0,31707800,1.96
MOZ,Mozambique,Operating Expenses,Operating Expenses,17768753.0,31707800,0.56
MOZ,Mozambique,Basic Education,Primary education,12582654.0,31707800,0.40
MOZ,Mozambique,Agriculture,Agricultural policy and administrative management,10033344.0,31707800,0.32
MOZ,Mozambique,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",9822192.0,31707800,0.31
MOZ,Mozambique,General Environmental Protection,Environmental policy and administrative management,4028213.0,31707800,0.13
MOZ,Mozambique,Water Supply and Sanitation,Basic drinking water supply,3785449.0,31707800,0.12
MOZ,Mozambique,Basic Health,COVID-19 control,3121022.0,31707800,0.10
MOZ,Mozambique,Other Multisector,Multisector aid,2935834.0,31707800,0.09
MOZ,Mozambique,Water Supply and Sanitation,Basic sanitation,2000000.0,31707800,0.06
MOZ,Mozambique,Water Supply and Sanitation,Water supply and sanitation - large systems,1977809.0,31707800,0.06
MOZ,Mozambique,General Environmental Protection,Bio-diversity,1945881.0,31707800,0.06
MOZ,Mozambique,Water Supply and Sanitation,Water sector policy and administrative management,1827760.0,31707800,0.06
MOZ,Mozambique,Emergency Response,Emergency food assistance,1392775.0,31707800,0.04
MOZ,Mozambique,Disaster Prevention and Preparedness,Multi-hazard response preparedness,1373355.0,31707800,0.04
MOZ,Mozambique,Basic Health,Infectious disease control,916397.0,31707800,0.03
MOZ,Mozambique,Government and Civil Society,Media and free flow of information,845574.0,31707800,0.03
MOZ,Mozambique,HIV/AIDS,STD control including HIV/AIDS,696446.0,31707800,0.02
MOZ,Mozambique,Government and Civil Society,Democratic participation and civil society,458651.0,31707800,0.01
MOZ,Mozambique,Business and Other Services,Business Policy and Administation,353555.0,31707800,0.01
MOZ,Mozambique,Basic Health,Basic health care,353327.0,31707800,0.01
MOZ,Mozambique,Water Supply and Sanitation,Basic drinking water supply and basic sanitation,283609.0,31707800,0.01
MOZ,Mozambique,Water Supply and Sanitation,Water resources conservation (including data collection),220794.0,31707800,0.01
MOZ,Mozambique,Government and Civil Society,Anti-corruption organisations and institutions,152000.0,31707800,0.00
MOZ,Mozambique,Program Design and Learning,Program Design and Learning,124711.0,31707800,0.00
MOZ,Mozambique,Government and Civil Society,Elections,94213.0,31707800,0.00
MOZ,Mozambique,General Environmental Protection,Environmental research,75956.0,31707800,0.00
MOZ,Mozambique,Trade Policy and Regulations,Trade facilitation,3154.0,31707800,0.00
MOZ,Mozambique,General Environmental Protection,Biosphere protection,-2388.0,31707800,-0.00
MRT,Mauritania,Emergency Response,Relief co-ordination; protection and support services,3130089.0,4734874,0.66
MRT,Mauritania,Emergency Response,Emergency food assistance,1141610.0,4734874,0.24
MRT,Mauritania,Operating Expenses,Operating Expenses,496538.0,4734874,0.10
MRT,Mauritania,"Conflict, Peace, and Security",Security system management and reform,260033.0,4734874,0.05
MRT,Mauritania,Government and Civil Society,Human rights,200000.0,4734874,0.04
MRT,Mauritania,Other Social Infrastructure and Services,Social Protection,140000.0,4734874,0.03
MRT,Mauritania,Other Multisector,Multisector aid,89180.0,4734874,0.02
MRT,Mauritania,Emergency Response,Material relief assistance and services,-23086.0,4734874,-0.00
MUS,Mauritius,Other Multisector,Multisector aid,64872.0,1266334,0.05
MUS,Mauritius,General Environmental Protection,Bio-diversity,3750.0,1266334,0.00
MUS,Mauritius,HIV/AIDS,STD control including HIV/AIDS,3087.0,1266334,0.00
MUS,Mauritius,Agriculture,Food crop production,2864.0,1266334,0.00
MUS,Mauritius,"Education, Level Unspecified",Education facilities and training,2500.0,1266334,0.00
MWI,Malawi,Agriculture,Agricultural policy and administrative management,20707829.0,20047258,1.03
MWI,Malawi,Emergency Response,Relief co-ordination; protection and support services,17009122.0,20047258,0.85
MWI,Malawi,Operating Expenses,Operating Expenses,13613324.0,20047258,0.68
MWI,Malawi,Government and Civil Society,Democratic participation and civil society,10230207.0,20047258,0.51
MWI,Malawi,Basic Education,Primary education,7436772.0,20047258,0.37
MWI,Malawi,General Environmental Protection,Environmental policy and administrative management,4891502.0,20047258,0.24
MWI,Malawi,Post-Secondary Education,Higher education,2737628.0,20047258,0.14
MWI,Malawi,Water Supply and Sanitation,Basic drinking water supply and basic sanitation,2571389.0,20047258,0.13
MWI,Malawi,Emergency Response,Emergency food assistance,1739975.0,20047258,0.09
MWI,Malawi,Other Social Infrastructure and Services,Social Protection,1147334.0,20047258,0.06
MWI,Malawi,Other Multisector,Research/scientific institutions,673781.0,20047258,0.03
MWI,Malawi,Other Multisector,Multisector aid,635708.0,20047258,0.03
MWI,Malawi,Business and Other Services,Business Policy and Administation,499832.0,20047258,0.02
MWI,Malawi,Government and Civil Society,Public finance management,448399.0,20047258,0.02
MWI,Malawi,Government and Civil Society,Human rights,363691.0,20047258,0.02
MWI,Malawi,Agriculture,Agricultural development,296967.0,20047258,0.01
MWI,Malawi,General Environmental Protection,Biosphere protection,230712.0,20047258,0.01
MWI,Malawi,Water Supply and Sanitation,Water sector policy and administrative management,196726.0,20047258,0.01
MWI,Malawi,"Maternal and Child Health, Family Planning",Population policy and administrative management,167340.0,20047258,0.01
MWI,Malawi,Energy,Energy policy and administrative management,63616.0,20047258,0.00
MWI,Malawi,Administration and Oversight,Administration and Oversight,58530.0,20047258,0.00
MWI,Malawi,General Environmental Protection,Environmental research,46593.0,20047258,0.00
MWI,Malawi,Program Design and Learning,Program Design and Learning,45863.0,20047258,0.00
MWI,Malawi,Government and Civil Society,Elections,9897.0,20047258,0.00
MWI,Malawi,HIV/AIDS,STD control including HIV/AIDS,9720.0,20047258,0.00
MWI,Malawi,General Environmental Protection,Bio-diversity,4352.0,20047258,0.00
MWI,Malawi,Disaster Prevention and Preparedness,Multi-hazard response preparedness,-87.0,20047258,-0.00
MWI,Malawi,Emergency Response,Material relief assistance and services,-38017.0,20047258,-0.00
MWI,Malawi,"Maternal and Child Health, Family Planning",Reproductive health care,-49989.0,20047258,-0.00
MYS,Malaysia,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",4922637.0,34282399,0.14
MYS,Malaysia,Operating Expenses,Operating Expenses,770237.0,34282399,0.02
MYS,Malaysia,Program Design and Learning,Program Design and Learning,59250.0,34282399,0.00
MYS,Malaysia,General Environmental Protection,Bio-diversity,44075.0,34282399,0.00
NAM,Namibia,HIV/AIDS,STD control including HIV/AIDS,1502155.0,2810548,0.53
NAM,Namibia,Operating Expenses,Operating Expenses,1015770.0,2810548,0.36
NAM,Namibia,Basic Health,COVID-19 control,487992.0,2810548,0.17
NAM,Namibia,Emergency Response,Relief co-ordination; protection and support services,48845.0,2810548,0.02
NAM,Namibia,Other Multisector,Multisector aid,41965.0,2810548,0.01
NAM,Namibia,General Environmental Protection,Bio-diversity,39600.0,2810548,0.01
NAM,Namibia,General Environmental Protection,Environmental policy and administrative management,9943.0,2810548,0.00
NER,Niger,Agriculture,Agricultural policy and administrative management,35517857.0,24502140,1.45
NER,Niger,Emergency Response,Relief co-ordination; protection and support services,33381834.0,24502140,1.36
NER,Niger,Basic Health,COVID-19 control,6535403.0,24502140,0.27
NER,Niger,Operating Expenses,Operating Expenses,5848268.0,24502140,0.24
NER,Niger,Government and Civil Society,Democratic participation and civil society,4715395.0,24502140,0.19
NER,Niger,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",2679255.0,24502140,0.11
NER,Niger,Agriculture,Agricultural development,1550646.0,24502140,0.06
NER,Niger,Basic Education,Primary education,857313.0,24502140,0.03
NER,Niger,Emergency Response,Emergency food assistance,536769.0,24502140,0.02
NER,Niger,Water Supply and Sanitation,Basic drinking water supply,369761.0,24502140,0.02
NER,Niger,General Environmental Protection,Environmental policy and administrative management,211986.0,24502140,0.01
NER,Niger,Government and Civil Society,Public finance management,116448.0,24502140,0.00
NER,Niger,Government and Civil Society,Decentralisation and support to subnational government,98027.0,24502140,0.00
NER,Niger,Program Design and Learning,Program Design and Learning,81868.0,24502140,0.00
NER,Niger,Government and Civil Society,Legal and judicial development,80443.0,24502140,0.00
NER,Niger,Other Multisector,Multisector aid,60791.0,24502140,0.00
NER,Niger,Disaster Prevention and Preparedness,Multi-hazard response preparedness,7206.0,24502140,0.00
NER,Niger,General Environmental Protection,Environmental research,4872.0,24502140,0.00
NER,Niger,Emergency Response,Material relief assistance and services,686.0,24502140,0.00
NGA,Nigeria,Emergency Response,Relief co-ordination; protection and support services,213810776.0,218529286,0.98
NGA,Nigeria,Emergency Response,Emergency food assistance,58897988.0,218529286,0.27
NGA,Nigeria,Operating Expenses,Operating Expenses,25489180.0,218529286,0.12
NGA,Nigeria,Basic Health,COVID-19 control,24471812.0,218529286,0.11
NGA,Nigeria,Basic Education,Primary education,19437171.0,218529286,0.09
NGA,Nigeria,Agriculture,Agricultural policy and administrative management,19368056.0,218529286,0.09
NGA,Nigeria,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",14481359.0,218529286,0.07
NGA,Nigeria,Water Supply and Sanitation,Water sector policy and administrative management,10383840.0,218529286,0.05
NGA,Nigeria,Government and Civil Society,Decentralisation and support to subnational government,4753523.0,218529286,0.02
NGA,Nigeria,Agriculture,Agricultural development,4209193.0,218529286,0.02
NGA,Nigeria,Government and Civil Society,Public finance management,3901998.0,218529286,0.02
NGA,Nigeria,Government and Civil Society,Democratic participation and civil society,3771506.0,218529286,0.02
NGA,Nigeria,Energy,Energy policy and administrative management,2941143.0,218529286,0.01
NGA,Nigeria,Other Multisector,Multisector aid,1465841.0,218529286,0.01
NGA,Nigeria,Water Supply and Sanitation,Water supply - large systems,1065100.0,218529286,0.00
NGA,Nigeria,Water Supply and Sanitation,Basic drinking water supply and basic sanitation,1058712.0,218529286,0.00
NGA,Nigeria,"Conflict, Peace, and Security",Child soldiers (Prevention and demobilisation),517811.0,218529286,0.00
NGA,Nigeria,Water Supply and Sanitation,Water supply and sanitation - large systems,400679.0,218529286,0.00
NGA,Nigeria,"Conflict, Peace, and Security",Prevention of Violent Extremism,360151.0,218529286,0.00
NGA,Nigeria,General Environmental Protection,Bio-diversity,324845.0,218529286,0.00
NGA,Nigeria,Business and Other Services,Business Policy and Administation,321361.0,218529286,0.00
NGA,Nigeria,Government and Civil Society,Human rights,299274.0,218529286,0.00
NGA,Nigeria,Program Design and Learning,Program Design and Learning,290779.0,218529286,0.00
NGA,Nigeria,Emergency Response,Material relief assistance and services,287343.0,218529286,0.00
NGA,Nigeria,Government and Civil Society,"Women’s rights organisations and movements, and government institutions",155040.0,218529286,0.00
NGA,Nigeria,Government and Civil Society,Countering violent extremism,120615.0,218529286,0.00
NGA,Nigeria,General Environmental Protection,Environmental research,86923.0,218529286,0.00
NGA,Nigeria,Energy,Solar energy for centralised grids,45240.0,218529286,0.00
NGA,Nigeria,Disaster Prevention and Preparedness,Multi-hazard response preparedness,13440.0,218529286,0.00
NGA,Nigeria,Other Multisector,Disaster Risk Reduction,12630.0,218529286,0.00
NGA,Nigeria,Water Supply and Sanitation,Education and training in water supply and sanitation,3150.0,218529286,0.00
NGA,Nigeria,Administration and Oversight,Administration and Oversight,209.0,218529286,0.00
NGA,Nigeria,"Conflict, Peace, and Security",Security system management and reform,1.0,218529286,0.00
NGA,Nigeria,"Education, Level Unspecified",Education policy and administrative management,-1505.0,218529286,-0.00
NIC,Nicaragua,Emergency Response,Relief co-ordination; protection and support services,8223199.0,6644741,1.24
NIC,Nicaragua,Operating Expenses,Operating Expenses,5218165.0,6644741,0.79
NIC,Nicaragua,Government and Civil Society,Democratic participation and civil society,4406490.0,6644741,0.66
NIC,Nicaragua,Government and Civil Society,Media and free flow of information,2851444.0,6644741,0.43
NIC,Nicaragua,Government and Civil Society,Public finance management,2418180.0,6644741,0.36
NIC,Nicaragua,Agriculture,Agricultural development,686029.0,6644741,0.10
NIC,Nicaragua,Emergency Response,Emergency food assistance,592599.0,6644741,0.09
NIC,Nicaragua,Basic Education,Primary education,582931.0,6644741,0.09
NIC,Nicaragua,Post-Secondary Education,Higher education,582309.0,6644741,0.09
NIC,Nicaragua,Other Multisector,Multisector aid,396671.0,6644741,0.06
NIC,Nicaragua,"Conflict, Peace, and Security",Security system management and reform,370896.0,6644741,0.06
NIC,Nicaragua,Basic Education,Basic life skills for adults,370786.0,6644741,0.06
NIC,Nicaragua,Business and Other Services,Business Policy and Administation,316376.0,6644741,0.05
NIC,Nicaragua,Other Social Infrastructure and Services,Social Protection,250391.0,6644741,0.04
NIC,Nicaragua,Basic Health,Basic health care,90868.0,6644741,0.01
NIC,Nicaragua,Government and Civil Society,Legal and judicial development,54244.0,6644741,0.01
NIC,Nicaragua,"Health, General",Health policy and administrative management,47000.0,6644741,0.01
NIC,Nicaragua,General Environmental Protection,Environmental policy and administrative management,15385.0,6644741,0.00
NLD,Netherlands,Operating Expenses,Operating Expenses,143521.0,17533044,0.01
NPL,Nepal,Operating Expenses,Operating Expenses,13512317.0,29475010,0.46
NPL,Nepal,Agriculture,Agricultural policy and administrative management,9906369.0,29475010,0.34
NPL,Nepal,Basic Education,Primary education,9518710.0,29475010,0.32
NPL,Nepal,Basic Health,COVID-19 control,9065709.0,29475010,0.31
NPL,Nepal,Disaster Prevention and Preparedness,Multi-hazard response preparedness,8179259.0,29475010,0.28
NPL,Nepal,General Environmental Protection,Environmental policy and administrative management,5891692.0,29475010,0.20
NPL,Nepal,Government and Civil Society,Human rights,5758295.0,29475010,0.20
NPL,Nepal,Government and Civil Society,Democratic participation and civil society,5387874.0,29475010,0.18
NPL,Nepal,Emergency Response,Relief co-ordination; protection and support services,3961849.0,29475010,0.13
NPL,Nepal,General Environmental Protection,Bio-diversity,3701592.0,29475010,0.13
NPL,Nepal,"Maternal and Child Health, Family Planning",Reproductive health care,3413581.0,29475010,0.12
NPL,Nepal,Government and Civil Society,Public finance management,3211880.0,29475010,0.11
NPL,Nepal,"Education, Level Unspecified",Education facilities and training,2957821.0,29475010,0.10
NPL,Nepal,"Education, Level Unspecified",Education policy and administrative management,2338919.0,29475010,0.08
NPL,Nepal,Energy,Energy policy and administrative management,1819763.0,29475010,0.06
NPL,Nepal,Business and Other Services,Business Policy and Administation,1565467.0,29475010,0.05
NPL,Nepal,Other Multisector,Multisector aid,969721.0,29475010,0.03
NPL,Nepal,Water Supply and Sanitation,Basic drinking water supply and basic sanitation,900000.0,29475010,0.03
NPL,Nepal,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",869457.0,29475010,0.03
NPL,Nepal,Government and Civil Society,Decentralisation and support to subnational government,442555.0,29475010,0.02
NPL,Nepal,Basic Education,Basic life skills for adults,423806.0,29475010,0.01
NPL,Nepal,Basic Health,Basic health care,342486.0,29475010,0.01
NPL,Nepal,Other Social Infrastructure and Services,Social Protection,333974.0,29475010,0.01
NPL,Nepal,General Environmental Protection,Biosphere protection,317870.0,29475010,0.01
NPL,Nepal,Water Supply and Sanitation,Basic sanitation,261779.0,29475010,0.01
NPL,Nepal,Water Supply and Sanitation,Water sector policy and administrative management,198359.0,29475010,0.01
NPL,Nepal,Government and Civil Society,Public sector policy and administrative management,159043.0,29475010,0.01
NPL,Nepal,"Maternal and Child Health, Family Planning",Family planning,88676.0,29475010,0.00
NPL,Nepal,"Education, Level Unspecified",Educational research,62869.0,29475010,0.00
NPL,Nepal,Water Supply and Sanitation,Basic drinking water supply,39451.0,29475010,0.00
NPL,Nepal,Program Design and Learning,Program Design and Learning,36107.0,29475010,0.00
NPL,Nepal,Agriculture,Agricultural development,2462.0,29475010,0.00
NPL,Nepal,Government and Civil Society,Fight against transnational organised crime,500.0,29475010,0.00
NPL,Nepal,Government and Civil Society,Elections,-6600.0,29475010,-0.00
NPL,Nepal,Government and Civil Society,Legislatures and political parties,-9329.0,29475010,-0.00
PAK,Pakistan,Energy,Energy policy and administrative management,55357042.0,239477801,0.23
PAK,Pakistan,Water Supply and Sanitation,Water supply and sanitation - large systems,18708630.0,239477801,0.08
PAK,Pakistan,Operating Expenses,Operating Expenses,15983796.0,239477801,0.07
PAK,Pakistan,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",13999395.0,239477801,0.06
PAK,Pakistan,Business and Other Services,Business Policy and Administation,13140347.0,239477801,0.05
PAK,Pakistan,Other Multisector,Multisector aid,11418023.0,239477801,0.05
PAK,Pakistan,Transport and Storage,Transport policy and administrative management,11324920.0,239477801,0.05
PAK,Pakistan,Agriculture,Agricultural development,11092196.0,239477801,0.05
PAK,Pakistan,Basic Health,COVID-19 control,10549779.0,239477801,0.04
PAK,Pakistan,Emergency Response,Relief co-ordination; protection and support services,10531402.0,239477801,0.04
PAK,Pakistan,Water Supply and Sanitation,Water sector policy and administrative management,10288017.0,239477801,0.04
PAK,Pakistan,"Education, Level Unspecified",Education facilities and training,10153314.0,239477801,0.04
PAK,Pakistan,Government and Civil Society,Decentralisation and support to subnational government,7361928.0,239477801,0.03
PAK,Pakistan,"Maternal and Child Health, Family Planning",Family planning,5000727.0,239477801,0.02
PAK,Pakistan,Emergency Response,Emergency food assistance,4978116.0,239477801,0.02
PAK,Pakistan,Basic Education,Basic life skills for adults,4235137.0,239477801,0.02
PAK,Pakistan,Government and Civil Society,Democratic participation and civil society,3627699.0,239477801,0.02
PAK,Pakistan,Basic Education,Primary education,2396398.0,239477801,0.01
PAK,Pakistan,Trade Policy and Regulations,Trade facilitation,1438541.0,239477801,0.01
PAK,Pakistan,Water Supply and Sanitation,Basic drinking water supply and basic sanitation,1354313.0,239477801,0.01
PAK,Pakistan,Government and Civil Society,Media and free flow of information,1213069.0,239477801,0.01
PAK,Pakistan,Government and Civil Society,Human rights,1162380.0,239477801,0.00
PAK,Pakistan,Post-Secondary Education,Higher education,974791.0,239477801,0.00
PAK,Pakistan,Banking and Financial Services,Financial policy and administrative management,793998.0,239477801,0.00
PAK,Pakistan,"Health, General",Health policy and administrative management,775110.0,239477801,0.00
