Country_Code,Country,Sector,Purpose,Total_Disbursement_USD,Population,Per_Capita_USD
COD,Democratic Republic of the Congo,General Environmental Protection,Environmental policy and administrative management,6630956.0,99148932,0.07
COD,Democratic Republic of the Congo,Water Supply and Sanitation,Water supply and sanitation - large systems,5866029.0,99148932,0.06
COD,Democratic Republic of the Congo,HIV/AIDS,STD control including HIV/AIDS,4213069.0,99148932,0.04
COD,Democratic Republic of the Congo,Government and Civil Society,Human rights,3162376.0,99148932,0.03
COD,Democratic Republic of the Congo,Government and Civil Society,Media and free flow of information,2857180.0,99148932,0.03
COD,Democratic Republic of the Congo,Government and Civil Society,Legal and judicial development,1186609.0,99148932,0.01
COD,Democratic Republic of the Congo,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",1153248.0,99148932,0.01
COD,Democratic Republic of the Congo,General Environmental Protection,Bio-diversity,839795.0,99148932,0.01
COD,Democratic Republic of the Congo,Energy,Energy policy and administrative management,788770.0,99148932,0.01
COD,Democratic Republic of the Congo,Government and Civil Society,Public finance management,751658.0,99148932,0.01
COD,Democratic Republic of the Congo,Program Design and Learning,Program Design and Learning,454635.0,99148932,0.00
COD,Democratic Republic of the Congo,Other Multisector,Multisector aid,385072.0,99148932,0.00
COD,Democratic Republic of the Congo,Administration and Oversight,Administration and Oversight,280522.0,99148932,0.00
COD,Democratic Republic of the Congo,Other Social Infrastructure and Services,Social Protection,225604.0,99148932,0.00
COD,Democratic Republic of the Congo,Mineral Resources and Mining,Mineral/mining policy and administrative management,216442.0,99148932,0.00
COD,Democratic Republic of the Congo,Disaster Prevention and Preparedness,Multi-hazard response preparedness,77016.0,99148932,0.00
COD,Democratic Republic of the Congo,General Environmental Protection,Environmental research,59372.0,99148932,0.00
COD,Democratic Republic of the Congo,Business and Other Services,Business Policy and Administation,43969.0,99148932,0.00
COD,Democratic Republic of the Congo,Emergency Response,Material relief assistance and services,-50061.0,99148932,-0.00
COG,Congo,Emergency Response,Relief co-ordination; protection and support services,4569139.0,5892183,0.78
COG,Congo,Emergency Response,Emergency food assistance,112818.0,5892183,0.02
COG,Congo,General Environmental Protection,Bio-diversity,86916.0,5892183,0.01
COG,Congo,Other Multisector,Multisector aid,24988.0,5892183,0.00
COL,Colombia,Emergency Response,Relief co-ordination; protection and support services,158590010.0,51188173,3.10
COL,Colombia,Agriculture,Agricultural alternative development,77320296.0,51188173,1.51
COL,Colombia,Emergency Response,Material relief assistance and services,39465283.0,51188173,0.77
COL,Colombia,Disaster Prevention and Preparedness,Multi-hazard response preparedness,16777585.0,51188173,0.33
COL,Colombia,Basic Health,COVID-19 control,14533768.0,51188173,0.28
COL,Colombia,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",12853004.0,51188173,0.25
COL,Colombia,Other Multisector,Multisector aid,12036353.0,51188173,0.24
COL,Colombia,Emergency Response,Emergency food assistance,11862870.0,51188173,0.23
COL,Colombia,General Environmental Protection,Biosphere protection,11679550.0,51188173,0.23
COL,Colombia,General Environmental Protection,Bio-diversity,11576815.0,51188173,0.23
COL,Colombia,Operating Expenses,Operating Expenses,11512783.0,51188173,0.22
COL,Colombia,Government and Civil Society,Legal and judicial development,9115681.0,51188173,0.18
COL,Colombia,Government and Civil Society,Human rights,9072118.0,51188173,0.18
COL,Colombia,Other Social Infrastructure and Services,Social Protection,8934178.0,51188173,0.17
COL,Colombia,Government and Civil Society,Democratic participation and civil society,7073486.0,51188173,0.14
COL,Colombia,Government and Civil Society,Public sector policy and administrative management,4395153.0,51188173,0.09
COL,Colombia,"Conflict, Peace, and Security",Reintegration and SALW control,3836428.0,51188173,0.07
COL,Colombia,Government and Civil Society,Elections,1129847.0,51188173,0.02
COL,Colombia,Government and Civil Society,Ending violence against women and girls,940181.0,51188173,0.02
COL,Colombia,Energy,Electric power transmission and distribution (centralised grids),692104.0,51188173,0.01
COL,Colombia,"Education, Level Unspecified",Education policy and administrative management,360000.0,51188173,0.01
COL,Colombia,Water Supply and Sanitation,Waste management / disposal,179283.0,51188173,0.00
COL,Colombia,General Environmental Protection,Environmental policy and administrative management,169075.0,51188173,0.00
COL,Colombia,Program Design and Learning,Program Design and Learning,144064.0,51188173,0.00
COL,Colombia,Other Multisector,Research/scientific institutions,143270.0,51188173,0.00
COL,Colombia,Energy,Energy policy and administrative management,-45262.0,51188173,-0.00
COM,Comoros,Emergency Response,Relief co-ordination; protection and support services,49027.0,818174,0.06
COM,Comoros,Other Multisector,Multisector aid,8400.0,818174,0.01
CPV,Cabo Verde,Other Multisector,Multisector aid,126777.0,516649,0.25
CPV,Cabo Verde,Government and Civil Society,Human rights,66277.0,516649,0.13
CRI,Costa Rica,Operating Expenses,Operating Expenses,2910388.0,5059988,0.58
CRI,Costa Rica,Post-Secondary Education,Higher education,1273591.0,5059988,0.25
CRI,Costa Rica,Agriculture,Forestry policy and administrative management,673499.0,5059988,0.13
CRI,Costa Rica,Disaster Prevention and Preparedness,Multi-hazard response preparedness,423035.0,5059988,0.08
CRI,Costa Rica,Agriculture,Agricultural development,321599.0,5059988,0.06
CRI,Costa Rica,Basic Health,Basic health care,300652.0,5059988,0.06
CRI,Costa Rica,Water Supply and Sanitation,Water sector policy and administrative management,280049.0,5059988,0.06
CRI,Costa Rica,Government and Civil Society,Public Procurement,166681.0,5059988,0.03
CRI,Costa Rica,Government and Civil Society,Public sector policy and administrative management,161784.0,5059988,0.03
CRI,Costa Rica,Government and Civil Society,Decentralisation and support to subnational government,103928.0,5059988,0.02
CRI,Costa Rica,General Environmental Protection,Biosphere protection,80754.0,5059988,0.02
CRI,Costa Rica,General Environmental Protection,Bio-diversity,78880.0,5059988,0.02
CRI,Costa Rica,Other Multisector,Multisector aid,77089.0,5059988,0.02
CRI,Costa Rica,Government and Civil Society,Democratic participation and civil society,69922.0,5059988,0.01
CRI,Costa Rica,Emergency Response,Relief co-ordination; protection and support services,39499.0,5059988,0.01
CRI,Costa Rica,Business and Other Services,Business Policy and Administation,24014.0,5059988,0.00
CUB,Cuba,Government and Civil Society,Human rights,3480884.0,11122168,0.31
CUB,Cuba,Government and Civil Society,Media and free flow of information,2479554.0,11122168,0.22
CUB,Cuba,Government and Civil Society,Democratic participation and civil society,1614401.0,11122168,0.15
CUB,Cuba,Operating Expenses,Operating Expenses,1050278.0,11122168,0.09
CUB,Cuba,Other Multisector,Multisector aid,117273.0,11122168,0.01
CUB,Cuba,Disaster Prevention and Preparedness,Multi-hazard response preparedness,14700.0,11122168,0.00
CZE,Czechia,Government and Civil Society,Human rights,772323.0,10505772,0.07
CZE,Czechia,Government and Civil Society,Media and free flow of information,671006.0,10505772,0.06
CZE,Czechia,Post-Secondary Education,Higher education,21828.0,10505772,0.00
DJI,Djibouti,Basic Education,Basic life skills for adults,4353730.0,1121248,3.88
DJI,Djibouti,Emergency Response,Relief co-ordination; protection and support services,2999217.0,1121248,2.67
DJI,Djibouti,Basic Education,Primary education,2527626.0,1121248,2.25
DJI,Djibouti,Emergency Response,Emergency food assistance,1182523.0,1121248,1.05
DJI,Djibouti,Operating Expenses,Operating Expenses,1153935.0,1121248,1.03
DJI,Djibouti,Post-Secondary Education,Higher education,767721.0,1121248,0.68
DJI,Djibouti,Government and Civil Society,Democratic participation and civil society,480945.0,1121248,0.43
DJI,Djibouti,Basic Health,COVID-19 control,274404.0,1121248,0.24
DJI,Djibouti,Other Multisector,Multisector aid,250685.0,1121248,0.22
DJI,Djibouti,Program Design and Learning,Program Design and Learning,102027.0,1121248,0.09
DJI,Djibouti,Business and Other Services,Business Policy and Administation,34916.0,1121248,0.03
DJI,Djibouti,Administration and Oversight,Administration and Oversight,31641.0,1121248,0.03
DMA,Dominica,Disaster Prevention and Preparedness,Multi-hazard response preparedness,799769.0,67202,11.90
DMA,Dominica,Emergency Response,Relief co-ordination; protection and support services,509999.0,67202,7.59
DOM,Dominican Republic,Operating Expenses,Operating Expenses,8554487.0,11123476,0.77
DOM,Dominican Republic,Government and Civil Society,Legal and judicial development,4098097.0,11123476,0.37
DOM,Dominican Republic,Basic Health,COVID-19 control,2966350.0,11123476,0.27
DOM,Dominican Republic,Basic Education,Primary education,2963622.0,11123476,0.27
DOM,Dominican Republic,Disaster Prevention and Preparedness,Multi-hazard response preparedness,1289331.0,11123476,0.12
DOM,Dominican Republic,Basic Education,Basic life skills for adults,586436.0,11123476,0.05
DOM,Dominican Republic,Government and Civil Society,Human rights,517036.0,11123476,0.05
DOM,Dominican Republic,Post-Secondary Education,Higher education,464650.0,11123476,0.04
DOM,Dominican Republic,Other Multisector,Multisector aid,458832.0,11123476,0.04
DOM,Dominican Republic,General Environmental Protection,Biosphere protection,267713.0,11123476,0.02
DOM,Dominican Republic,Water Supply and Sanitation,Basic drinking water supply and basic sanitation,263101.0,11123476,0.02
DOM,Dominican Republic,Other Social Infrastructure and Services,Social Protection,235364.0,11123476,0.02
DOM,Dominican Republic,Government and Civil Society,Ending violence against women and girls,171482.0,11123476,0.02
DOM,Dominican Republic,Business and Other Services,Business Policy and Administation,139826.0,11123476,0.01
DOM,Dominican Republic,Water Supply and Sanitation,Water supply and sanitation - large systems,68818.0,11123476,0.01
DOM,Dominican Republic,Government and Civil Society,Democratic participation and civil society,30000.0,11123476,0.00
DOM,Dominican Republic,Program Design and Learning,Program Design and Learning,17304.0,11123476,0.00
DOM,Dominican Republic,Administration and Oversight,Administration and Oversight,7499.0,11123476,0.00
DOM,Dominican Republic,Agriculture,Agricultural policy and administrative management,661.0,11123476,0.00
DOM,Dominican Republic,General Environmental Protection,Bio-diversity,42.0,11123476,0.00
DOM,Dominican Republic,"Conflict, Peace, and Security",Security system management and reform,-65787.0,11123476,-0.01
DZA,Algeria,Trade Policy and Regulations,Trade policy and administrative management,1500000.0,44761099,0.03
DZA,Algeria,Emergency Response,Emergency food assistance,1234200.0,44761099,0.03
DZA,Algeria,Other Multisector,Multisector aid,354204.0,44761099,0.01
DZA,Algeria,Banking and Financial Services,Formal sector financial intermediaries,196384.0,44761099,0.00
DZA,Algeria,Government and Civil Society,Human rights,10992.0,44761099,0.00
ECU,Ecuador,Emergency Response,Relief co-ordination; protection and support services,18415493.0,17682454,1.04
ECU,Ecuador,Basic Health,COVID-19 control,13943031.0,17682454,0.79
ECU,Ecuador,Disaster Prevention and Preparedness,Multi-hazard response preparedness,1214665.0,17682454,0.07
ECU,Ecuador,Government and Civil Society,Public finance management,1213348.0,17682454,0.07
ECU,Ecuador,Emergency Response,Emergency food assistance,1128133.0,17682454,0.06
ECU,Ecuador,Government and Civil Society,Democratic participation and civil society,902471.0,17682454,0.05
ECU,Ecuador,Operating Expenses,Operating Expenses,616871.0,17682454,0.03
ECU,Ecuador,General Environmental Protection,Bio-diversity,409446.0,17682454,0.02
ECU,Ecuador,Other Multisector,Multisector aid,381065.0,17682454,0.02
ECU,Ecuador,Government and Civil Society,Ending violence against women and girls,314242.0,17682454,0.02
ECU,Ecuador,General Environmental Protection,Environmental policy and administrative management,247234.0,17682454,0.01
ECU,Ecuador,Government and Civil Society,Legislatures and political parties,136171.0,17682454,0.01
EGY,Egypt,Banking and Financial Services,Financial policy and administrative management,76959589.0,110957008,0.69
EGY,Egypt,Post-Secondary Education,Higher education,24428526.0,110957008,0.22
EGY,Egypt,Operating Expenses,Operating Expenses,17099912.0,110957008,0.15
EGY,Egypt,Emergency Response,Relief co-ordination; protection and support services,14376452.0,110957008,0.13
EGY,Egypt,Emergency Response,Emergency food assistance,8623509.0,110957008,0.08
EGY,Egypt,Basic Education,Primary education,7528210.0,110957008,0.07
EGY,Egypt,Business and Other Services,Business Policy and Administation,7470298.0,110957008,0.07
EGY,Egypt,Other Multisector,Multisector aid,4664197.0,110957008,0.04
EGY,Egypt,Water Supply and Sanitation,Water supply and sanitation - large systems,4636731.0,110957008,0.04
EGY,Egypt,Government and Civil Society,Public finance management,4469439.0,110957008,0.04
EGY,Egypt,Government and Civil Society,Public sector policy and administrative management,4054850.0,110957008,0.04
EGY,Egypt,Basic Health,COVID-19 control,4000000.0,110957008,0.04
