Country_Code,Country,US_Category,US_Sector,Total_Disbursement_USD,Population,Per_Capita_USD
WLD,World,Program Support,Direct Administrative Costs,1646395169.0,7920861888,0.21
WLD,World,Multi-sector,Multi-sector - Unspecified,187147063.0,7920861888,0.02
WLD,World,Economic Development,Agriculture,169693203.0,7920861888,0.02
WLD,World,Humanitarian Assistance,"Protection, Assistance and Solutions",137849009.0,7920861888,0.02
WLD,World,Education and Social Services,Basic Education,120065933.0,7920861888,0.02
WLD,World,Humanitarian Assistance,Disaster Readiness,89697004.0,7920861888,0.01
WLD,World,Economic Development,Private Sector Competitiveness,86443037.0,7920861888,0.01
WLD,World,Economic Development,Macroeconomic Foundation for Growth,32113318.0,7920861888,0.00
WLD,World,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,24989472.0,7920861888,0.00
WLD,World,Health,Water Supply and Sanitation,14386121.0,7920861888,0.00
WLD,World,Economic Development,Trade and Investment,14349935.0,7920861888,0.00
WLD,World,Education and Social Services,Higher Education,14073857.0,7920861888,0.00
WLD,World,Economic Development,Infrastructure,13598865.0,7920861888,0.00
WLD,World,Education and Social Services,"Policies, Regulations, and Systems",11873862.0,7920861888,0.00
WLD,World,"Democracy, Human Rights, and Governance",Civil Society,11379370.0,7920861888,0.00
WLD,World,"Democracy, Human Rights, and Governance",Good Governance,10150431.0,7920861888,0.00
WLD,World,Peace and Security,Conflict Mitigation and Reconciliation,8138125.0,7920861888,0.00
WLD,World,Economic Development,Financial Sector,7435980.0,7920861888,0.00
WLD,World,Peace and Security,Counter-Terrorism,7067361.0,7920861888,0.00
WLD,World,Education and Social Services,Social Assistance,4010510.0,7920861888,0.00
WLD,World,Environment,Environment - General,3115609.0,7920861888,0.00
WLD,World,Environment,Clean Productive Environment,2628671.0,7920861888,0.00
WLD,World,"Democracy, Human Rights, and Governance","Democracy, Human Rights, and Governance - General",2240041.0,7920861888,0.00
WLD,World,Economic Development,Economic Opportunity,1999203.0,7920861888,0.00
WLD,World,Peace and Security,Peace and Security - General,1887884.0,7920861888,0.00
WLD,World,Program Support,Monitoring and Evaluation,1130272.0,7920861888,0.00
WLD,World,Health,Pandemic Influenza and Other Emerging Threats (PIOET),431569.0,7920861888,0.00
WLD,World,Peace and Security,Stabilization Operations and Security Sector Reform,333333.0,7920861888,0.00
WLD,World,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,285982.0,7920861888,0.00
WLD,World,Economic Development,Economic Development - General,284351.0,7920861888,0.00
WLD,World,Health,Maternal and Child Health,214985.0,7920861888,0.00
WLD,World,Peace and Security,Combating Weapons of Mass Destruction (WMD),25929.0,7920861888,0.00
WLD,World,Economic Development,Mining and Natural Resources,3701.0,7920861888,0.00
WLD,World,Peace and Security,Transnational Crime,-53433.0,7920861888,-0.00
WLD,World,Health,Other Public Health Threats,-461155.0,7920861888,-0.00
WSM,Samoa,Humanitarian Assistance,Disaster Readiness,43487.0,213779,0.20
XKX,Kosovo,Program Support,Direct Administrative Costs,10418430.0,1786079,5.83
XKX,Kosovo,"Democracy, Human Rights, and Governance",Good Governance,5822988.0,1786079,3.26
XKX,Kosovo,Economic Development,Private Sector Competitiveness,5390601.0,1786079,3.02
XKX,Kosovo,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,3127933.0,1786079,1.75
XKX,Kosovo,"Democracy, Human Rights, and Governance",Civil Society,2205838.0,1786079,1.24
XKX,Kosovo,Peace and Security,Conflict Mitigation and Reconciliation,709842.0,1786079,0.40
XKX,Kosovo,Multi-sector,Multi-sector - Unspecified,641065.0,1786079,0.36
XKX,Kosovo,Education and Social Services,Higher Education,628729.0,1786079,0.35
XKX,Kosovo,Health,Pandemic Influenza and Other Emerging Threats (PIOET),563132.0,1786079,0.32
XKX,Kosovo,Economic Development,Infrastructure,501736.0,1786079,0.28
XKX,Kosovo,Education and Social Services,Basic Education,406949.0,1786079,0.23
XKX,Kosovo,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,304881.0,1786079,0.17
XKX,Kosovo,Economic Development,Financial Sector,81215.0,1786079,0.05
XKX,Kosovo,Peace and Security,Stabilization Operations and Security Sector Reform,30000.0,1786079,0.02
YEM,Yemen,Humanitarian Assistance,"Protection, Assistance and Solutions",206524980.0,37140230,5.56
YEM,Yemen,Education and Social Services,Basic Education,9717548.0,37140230,0.26
YEM,Yemen,Program Support,Direct Administrative Costs,6204432.0,37140230,0.17
YEM,Yemen,Peace and Security,Conflict Mitigation and Reconciliation,5324422.0,37140230,0.14
YEM,Yemen,Economic Development,Macroeconomic Foundation for Growth,3715805.0,37140230,0.10
YEM,Yemen,Education and Social Services,Social Assistance,3583600.0,37140230,0.10
YEM,Yemen,Health,Water Supply and Sanitation,3447030.0,37140230,0.09
YEM,Yemen,Economic Development,Agriculture,3148176.0,37140230,0.08
YEM,Yemen,Health,Nutrition,2539712.0,37140230,0.07
YEM,Yemen,"Democracy, Human Rights, and Governance",Civil Society,2526484.0,37140230,0.07
YEM,Yemen,"Democracy, Human Rights, and Governance",Good Governance,2407927.0,37140230,0.06
YEM,Yemen,Economic Development,Economic Development - General,2000000.0,37140230,0.05
YEM,Yemen,Economic Development,Economic Opportunity,1450671.0,37140230,0.04
YEM,Yemen,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,990671.0,37140230,0.03
YEM,Yemen,Education and Social Services,Education and Social Services - General,477661.0,37140230,0.01
YEM,Yemen,Economic Development,Financial Sector,86661.0,37140230,0.00
YEM,Yemen,Humanitarian Assistance,Disaster Readiness,1249.0,37140230,0.00
YEM,Yemen,Economic Development,Infrastructure,174.0,37140230,0.00
YEM,Yemen,Economic Development,Private Sector Competitiveness,113.0,37140230,0.00
YEM,Yemen,Economic Development,Labor Policies and Markets,-5488.0,37140230,-0.00
YEM,Yemen,Multi-sector,Multi-sector - Unspecified,-500000.0,37140230,-0.01
ZAF,South Africa,Program Support,Direct Administrative Costs,23948096.0,61502603,0.39
ZAF,South Africa,Health,HIV/AIDS,6341890.0,61502603,0.10
ZAF,South Africa,Health,Pandemic Influenza and Other Emerging Threats (PIOET),5867431.0,61502603,0.10
ZAF,South Africa,Economic Development,Trade and Investment,5150276.0,61502603,0.08
ZAF,South Africa,Economic Development,Agriculture,4138258.0,61502603,0.07
ZAF,South Africa,Education and Social Services,Basic Education,3827382.0,61502603,0.06
ZAF,South Africa,"Democracy, Human Rights, and Governance",Good Governance,1947000.0,61502603,0.03
ZAF,South Africa,Education and Social Services,"Policies, Regulations, and Systems",1202239.0,61502603,0.02
ZAF,South Africa,"Democracy, Human Rights, and Governance",Civil Society,903989.0,61502603,0.01
ZAF,South Africa,Economic Development,Private Sector Competitiveness,600662.0,61502603,0.01
ZAF,South Africa,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,500000.0,61502603,0.01
ZAF,South Africa,Peace and Security,Conflict Mitigation and Reconciliation,400000.0,61502603,0.01
ZAF,South Africa,Education and Social Services,Higher Education,253303.0,61502603,0.00
ZAF,South Africa,Multi-sector,Multi-sector - Unspecified,58859.0,61502603,0.00
ZAF,South Africa,Humanitarian Assistance,"Protection, Assistance and Solutions",54710.0,61502603,0.00
ZAF,South Africa,Economic Development,Infrastructure,14442.0,61502603,0.00
ZAF,South Africa,Health,Other Public Health Threats,9900.0,61502603,0.00
ZAF,South Africa,Environment,Natural Resources and Biodiversity,5820.0,61502603,0.00
ZAF,South Africa,Environment,Clean Productive Environment,-34760.0,61502603,-0.00
ZMB,Zambia,Education and Social Services,Basic Education,12848786.0,19603607,0.66
ZMB,Zambia,Program Support,Direct Administrative Costs,11694020.0,19603607,0.60
ZMB,Zambia,Economic Development,Agriculture,5721784.0,19603607,0.29
ZMB,Zambia,Health,Water Supply and Sanitation,5300942.0,19603607,0.27
ZMB,Zambia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,3383942.0,19603607,0.17
ZMB,Zambia,Economic Development,Macroeconomic Foundation for Growth,2372987.0,19603607,0.12
ZMB,Zambia,Economic Development,Trade and Investment,1723216.0,19603607,0.09
ZMB,Zambia,"Democracy, Human Rights, and Governance",Good Governance,1565239.0,19603607,0.08
ZMB,Zambia,Health,HIV/AIDS,1428478.0,19603607,0.07
ZMB,Zambia,"Democracy, Human Rights, and Governance",Civil Society,1043110.0,19603607,0.05
ZMB,Zambia,Health,Pandemic Influenza and Other Emerging Threats (PIOET),930343.0,19603607,0.05
ZMB,Zambia,Economic Development,Infrastructure,632405.0,19603607,0.03
ZMB,Zambia,Environment,Clean Productive Environment,568984.0,19603607,0.03
ZMB,Zambia,Program Support,Monitoring and Evaluation,243015.0,19603607,0.01
ZMB,Zambia,Environment,Natural Resources and Biodiversity,166772.0,19603607,0.01
ZMB,Zambia,Education and Social Services,Higher Education,133530.0,19603607,0.01
ZMB,Zambia,Peace and Security,Transnational Crime,106200.0,19603607,0.01
ZMB,Zambia,Health,Other Public Health Threats,83640.0,19603607,0.00
ZMB,Zambia,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,71621.0,19603607,0.00
ZMB,Zambia,Multi-sector,Multi-sector - Unspecified,59136.0,19603607,0.00
ZMB,Zambia,Humanitarian Assistance,"Protection, Assistance and Solutions",37230.0,19603607,0.00
ZWE,Zimbabwe,Humanitarian Assistance,"Protection, Assistance and Solutions",43360645.0,15797210,2.74
ZWE,Zimbabwe,Program Support,Direct Administrative Costs,14665303.0,15797210,0.93
ZWE,Zimbabwe,"Democracy, Human Rights, and Governance",Civil Society,7934658.0,15797210,0.50
ZWE,Zimbabwe,Economic Development,Agriculture,6112953.0,15797210,0.39
ZWE,Zimbabwe,Humanitarian Assistance,Disaster Readiness,3641779.0,15797210,0.23
ZWE,Zimbabwe,"Democracy, Human Rights, and Governance",Good Governance,3227543.0,15797210,0.20
ZWE,Zimbabwe,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,2537594.0,15797210,0.16
ZWE,Zimbabwe,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,2328296.0,15797210,0.15
ZWE,Zimbabwe,Economic Development,Macroeconomic Foundation for Growth,1147103.0,15797210,0.07
ZWE,Zimbabwe,Education and Social Services,"Policies, Regulations, and Systems",577749.0,15797210,0.04
ZWE,Zimbabwe,Health,Pandemic Influenza and Other Emerging Threats (PIOET),446443.0,15797210,0.03
ZWE,Zimbabwe,Peace and Security,Conflict Mitigation and Reconciliation,371029.0,15797210,0.02
ZWE,Zimbabwe,Program Support,Monitoring and Evaluation,316563.0,15797210,0.02
ZWE,Zimbabwe,Multi-sector,Multi-sector - Unspecified,258450.0,15797210,0.02
ZWE,Zimbabwe,Health,Other Public Health Threats,150000.0,15797210,0.01
ZWE,Zimbabwe,Economic Development,Private Sector Competitiveness,10062.0,15797210,0.00
ZWE,Zimbabwe,Economic Development,Economic Opportunity,-20175.0,15797210,-0.00
