Country_Code,Country,US_Category,US_Sector,Total_Disbursement_USD,Population,Per_Capita_USD
MEX,Mexico,Humanitarian Assistance,"Protection, Assistance and Solutions",60000.0,127648148,0.00
MEX,Mexico,Environment,Clean Productive Environment,0.0,127648148,0.00
MEX,Mexico,Education and Social Services,Higher Education,-304.0,127648148,-0.00
MHL,Marshall Islands,Program Support,Direct Administrative Costs,385002.0,41367,9.31
MHL,Marshall Islands,Humanitarian Assistance,Disaster Readiness,117858.0,41367,2.85
MKD,North Macedonia,Program Support,Direct Administrative Costs,4168771.0,1837114,2.27
MKD,North Macedonia,"Democracy, Human Rights, and Governance",Civil Society,2403909.0,1837114,1.31
MKD,North Macedonia,Economic Development,Private Sector Competitiveness,1940399.0,1837114,1.06
MKD,North Macedonia,"Democracy, Human Rights, and Governance",Good Governance,953450.0,1837114,0.52
MKD,North Macedonia,Peace and Security,Conflict Mitigation and Reconciliation,921128.0,1837114,0.50
MKD,North Macedonia,Peace and Security,Counter-Terrorism,852606.0,1837114,0.46
MKD,North Macedonia,Education and Social Services,Basic Education,474726.0,1837114,0.26
MKD,North Macedonia,Multi-sector,Multi-sector - Unspecified,393991.0,1837114,0.21
MKD,North Macedonia,Education and Social Services,Higher Education,167253.0,1837114,0.09
MKD,North Macedonia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,161130.0,1837114,0.09
MKD,North Macedonia,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,130418.0,1837114,0.07
MKD,North Macedonia,Economic Development,Economic Opportunity,101344.0,1837114,0.06
MKD,North Macedonia,Peace and Security,Peace and Security - General,41729.0,1837114,0.02
MKD,North Macedonia,"Democracy, Human Rights, and Governance","Democracy, Human Rights, and Governance - General",30000.0,1837114,0.02
MKD,North Macedonia,Health,Pandemic Influenza and Other Emerging Threats (PIOET),25000.0,1837114,0.01
MKD,North Macedonia,Economic Development,Infrastructure,20715.0,1837114,0.01
MKD,North Macedonia,Education and Social Services,"Policies, Regulations, and Systems",-10304.0,1837114,-0.01
MLI,Mali,Humanitarian Assistance,"Protection, Assistance and Solutions",56455193.0,22388630,2.52
MLI,Mali,Education and Social Services,Basic Education,19066354.0,22388630,0.85
MLI,Mali,Economic Development,Agriculture,15872107.0,22388630,0.71
MLI,Mali,Program Support,Direct Administrative Costs,11976050.0,22388630,0.53
MLI,Mali,Peace and Security,Conflict Mitigation and Reconciliation,6462679.0,22388630,0.29
MLI,Mali,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,3091659.0,22388630,0.14
MLI,Mali,"Democracy, Human Rights, and Governance",Civil Society,2944800.0,22388630,0.13
MLI,Mali,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,2459544.0,22388630,0.11
MLI,Mali,"Democracy, Human Rights, and Governance",Good Governance,2322401.0,22388630,0.10
MLI,Mali,Health,Water Supply and Sanitation,2171838.0,22388630,0.10
MLI,Mali,Peace and Security,Counter-Terrorism,1450000.0,22388630,0.06
MLI,Mali,Economic Development,Private Sector Competitiveness,600000.0,22388630,0.03
MLI,Mali,Environment,Clean Productive Environment,37532.0,22388630,0.00
MLI,Mali,Education and Social Services,"Policies, Regulations, and Systems",12888.0,22388630,0.00
MLI,Mali,Multi-sector,Multi-sector - Unspecified,10000.0,22388630,0.00
MLI,Mali,Health,Pandemic Influenza and Other Emerging Threats (PIOET),96.0,22388630,0.00
MLI,Mali,Health,Other Public Health Threats,-12189.0,22388630,-0.00
MMR,Burma (Myanmar),Humanitarian Assistance,"Protection, Assistance and Solutions",54771583.0,53387102,1.03
MMR,Burma (Myanmar),Peace and Security,Conflict Mitigation and Reconciliation,14287458.0,53387102,0.27
MMR,Burma (Myanmar),Economic Development,Agriculture,10829038.0,53387102,0.20
MMR,Burma (Myanmar),Program Support,Direct Administrative Costs,10331787.0,53387102,0.19
MMR,Burma (Myanmar),"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,7742912.0,53387102,0.15
MMR,Burma (Myanmar),"Democracy, Human Rights, and Governance",Civil Society,7297857.0,53387102,0.14
MMR,Burma (Myanmar),"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,6531776.0,53387102,0.12
MMR,Burma (Myanmar),"Democracy, Human Rights, and Governance",Good Governance,5916171.0,53387102,0.11
MMR,Burma (Myanmar),Economic Development,Private Sector Competitiveness,4792981.0,53387102,0.09
MMR,Burma (Myanmar),Health,Pandemic Influenza and Other Emerging Threats (PIOET),2794350.0,53387102,0.05
MMR,Burma (Myanmar),Economic Development,Trade and Investment,2224162.0,53387102,0.04
MMR,Burma (Myanmar),Economic Development,Macroeconomic Foundation for Growth,1210637.0,53387102,0.02
MMR,Burma (Myanmar),Education and Social Services,Basic Education,760974.0,53387102,0.01
MMR,Burma (Myanmar),Program Support,Monitoring and Evaluation,226728.0,53387102,0.00
MMR,Burma (Myanmar),Multi-sector,Multi-sector - Unspecified,219779.0,53387102,0.00
MMR,Burma (Myanmar),Humanitarian Assistance,Disaster Readiness,141961.0,53387102,0.00
MMR,Burma (Myanmar),Environment,Natural Resources and Biodiversity,11180.0,53387102,0.00
MNA,North Africa Region,Economic Development,Economic Opportunity,425000.0,704458802,0.00
MNA,North Africa Region,Economic Development,Labor Policies and Markets,55109.0,704458802,0.00
MNA,North Africa Region,"Democracy, Human Rights, and Governance",Civil Society,-27852.0,704458802,-0.00
MNE,Montenegro,Program Support,Direct Administrative Costs,805843.0,625053,1.29
MNE,Montenegro,"Democracy, Human Rights, and Governance",Civil Society,375000.0,625053,0.60
MNE,Montenegro,"Democracy, Human Rights, and Governance",Good Governance,193656.0,625053,0.31
MNE,Montenegro,Multi-sector,Multi-sector - Unspecified,150258.0,625053,0.24
MNE,Montenegro,Economic Development,Infrastructure,130000.0,625053,0.21
MNE,Montenegro,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,101496.0,625053,0.16
MNE,Montenegro,Education and Social Services,Education and Social Services - General,64670.0,625053,0.10
MNE,Montenegro,Health,Pandemic Influenza and Other Emerging Threats (PIOET),42595.0,625053,0.07
MNE,Montenegro,Economic Development,Trade and Investment,2000.0,625053,0.00
MNG,Mongolia,Economic Development,Trade and Investment,1721540.0,3383741,0.51
MNG,Mongolia,Program Support,Direct Administrative Costs,1118995.0,3383741,0.33
MNG,Mongolia,Health,Pandemic Influenza and Other Emerging Threats (PIOET),1009374.0,3383741,0.30
MNG,Mongolia,"Democracy, Human Rights, and Governance",Civil Society,945336.0,3383741,0.28
MNG,Mongolia,"Democracy, Human Rights, and Governance",Good Governance,694078.0,3383741,0.21
MNG,Mongolia,Humanitarian Assistance,Disaster Readiness,550606.0,3383741,0.16
MNG,Mongolia,Economic Development,Private Sector Competitiveness,-516.0,3383741,-0.00
MOZ,Mozambique,Humanitarian Assistance,"Protection, Assistance and Solutions",66711800.0,31707800,2.10
MOZ,Mozambique,Program Support,Direct Administrative Costs,20678049.0,31707800,0.65
MOZ,Mozambique,Education and Social Services,Basic Education,12582654.0,31707800,0.40
MOZ,Mozambique,Economic Development,Agriculture,10248245.0,31707800,0.32
MOZ,Mozambique,Health,Water Supply and Sanitation,10046715.0,31707800,0.32
MOZ,Mozambique,Peace and Security,Conflict Mitigation and Reconciliation,9822192.0,31707800,0.31
MOZ,Mozambique,Economic Development,Macroeconomic Foundation for Growth,4028213.0,31707800,0.13
MOZ,Mozambique,Environment,Clean Productive Environment,1938493.0,31707800,0.06
MOZ,Mozambique,Humanitarian Assistance,Disaster Readiness,1373355.0,31707800,0.04
MOZ,Mozambique,Health,Other Public Health Threats,1269724.0,31707800,0.04
MOZ,Mozambique,"Democracy, Human Rights, and Governance",Good Governance,740946.0,31707800,0.02
MOZ,Mozambique,"Democracy, Human Rights, and Governance",Civil Society,715279.0,31707800,0.02
MOZ,Mozambique,Health,HIV/AIDS,696446.0,31707800,0.02
MOZ,Mozambique,Economic Development,Private Sector Competitiveness,353555.0,31707800,0.01
MOZ,Mozambique,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,94213.0,31707800,0.00
MOZ,Mozambique,Multi-sector,Multi-sector - Unspecified,61010.0,31707800,0.00
MOZ,Mozambique,Environment,Natural Resources and Biodiversity,5000.0,31707800,0.00
MOZ,Mozambique,Economic Development,Trade and Investment,3154.0,31707800,0.00
MRT,Mauritania,Humanitarian Assistance,"Protection, Assistance and Solutions",4248613.0,4734874,0.90
MRT,Mauritania,Program Support,Direct Administrative Costs,523218.0,4734874,0.11
MRT,Mauritania,Peace and Security,Counter-Terrorism,260033.0,4734874,0.05
MRT,Mauritania,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,200000.0,4734874,0.04
MRT,Mauritania,Education and Social Services,Social Services,140000.0,4734874,0.03
MRT,Mauritania,Multi-sector,Multi-sector - Unspecified,62500.0,4734874,0.01
MUS,Mauritius,Multi-sector,Multi-sector - Unspecified,64872.0,1266334,0.05
MUS,Mauritius,Environment,Natural Resources and Biodiversity,3750.0,1266334,0.00
MUS,Mauritius,Health,HIV/AIDS,3087.0,1266334,0.00
MUS,Mauritius,Economic Development,Agriculture,2864.0,1266334,0.00
MUS,Mauritius,Education and Social Services,Education and Social Services - General,2500.0,1266334,0.00
MWI,Malawi,Economic Development,Agriculture,20929172.0,20047258,1.04
MWI,Malawi,Humanitarian Assistance,"Protection, Assistance and Solutions",18711080.0,20047258,0.93
MWI,Malawi,Program Support,Direct Administrative Costs,15485125.0,20047258,0.77
MWI,Malawi,"Democracy, Human Rights, and Governance",Good Governance,9704019.0,20047258,0.48
MWI,Malawi,Education and Social Services,Basic Education,7436772.0,20047258,0.37
MWI,Malawi,Economic Development,Macroeconomic Foundation for Growth,4891502.0,20047258,0.24
MWI,Malawi,Health,Water Supply and Sanitation,2768115.0,20047258,0.14
MWI,Malawi,Education and Social Services,Higher Education,2499676.0,20047258,0.12
MWI,Malawi,Education and Social Services,"Policies, Regulations, and Systems",1147334.0,20047258,0.06
MWI,Malawi,"Democracy, Human Rights, and Governance",Civil Society,526188.0,20047258,0.03
MWI,Malawi,Economic Development,Private Sector Competitiveness,499832.0,20047258,0.02
MWI,Malawi,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,458296.0,20047258,0.02
MWI,Malawi,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,363691.0,20047258,0.02
MWI,Malawi,Environment,Clean Productive Environment,235064.0,20047258,0.01
MWI,Malawi,Multi-sector,Multi-sector - Unspecified,69590.0,20047258,0.00
MWI,Malawi,Economic Development,Infrastructure,63616.0,20047258,0.00
MWI,Malawi,Health,HIV/AIDS,9720.0,20047258,0.00
MWI,Malawi,Humanitarian Assistance,Disaster Readiness,-87.0,20047258,-0.00
MWI,Malawi,Health,Maternal and Child Health,-49989.0,20047258,-0.00
MYS,Malaysia,Peace and Security,Conflict Mitigation and Reconciliation,4922637.0,34282399,0.14
MYS,Malaysia,Program Support,Direct Administrative Costs,829487.0,34282399,0.02
MYS,Malaysia,Environment,Natural Resources and Biodiversity,44075.0,34282399,0.00
NAM,Namibia,Health,HIV/AIDS,1502155.0,2810548,0.53
NAM,Namibia,Program Support,Direct Administrative Costs,1015770.0,2810548,0.36
NAM,Namibia,Health,Pandemic Influenza and Other Emerging Threats (PIOET),487992.0,2810548,0.17
NAM,Namibia,Humanitarian Assistance,"Protection, Assistance and Solutions",48845.0,2810548,0.02
NAM,Namibia,Multi-sector,Multi-sector - Unspecified,41965.0,2810548,0.01
NAM,Namibia,Environment,Natural Resources and Biodiversity,39600.0,2810548,0.01
NAM,Namibia,Environment,Environment - General,9943.0,2810548,0.00
NER,Niger,Humanitarian Assistance,"Protection, Assistance and Solutions",40192020.0,24502140,1.64
NER,Niger,Economic Development,Agriculture,37068503.0,24502140,1.51
NER,Niger,Program Support,Direct Administrative Costs,5995799.0,24502140,0.24
NER,Niger,"Democracy, Human Rights, and Governance",Good Governance,3476416.0,24502140,0.14
NER,Niger,Peace and Security,Conflict Mitigation and Reconciliation,2679255.0,24502140,0.11
NER,Niger,"Democracy, Human Rights, and Governance",Civil Society,1616126.0,24502140,0.07
NER,Niger,Education and Social Services,Basic Education,857313.0,24502140,0.03
NER,Niger,Health,Water Supply and Sanitation,369761.0,24502140,0.02
NER,Niger,Economic Development,Macroeconomic Foundation for Growth,211986.0,24502140,0.01
NER,Niger,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,100000.0,24502140,0.00
NER,Niger,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,80443.0,24502140,0.00
NER,Niger,Humanitarian Assistance,Disaster Readiness,7206.0,24502140,0.00
NGA,Nigeria,Humanitarian Assistance,"Protection, Assistance and Solutions",297160274.0,218529286,1.36
NGA,Nigeria,Program Support,Direct Administrative Costs,26754367.0,218529286,0.12
NGA,Nigeria,Economic Development,Agriculture,23153882.0,218529286,0.11
NGA,Nigeria,Education and Social Services,Basic Education,19435666.0,218529286,0.09
NGA,Nigeria,Peace and Security,Conflict Mitigation and Reconciliation,14999170.0,218529286,0.07
NGA,Nigeria,Health,Water Supply and Sanitation,12960149.0,218529286,0.06
NGA,Nigeria,"Democracy, Human Rights, and Governance",Good Governance,6614392.0,218529286,0.03
NGA,Nigeria,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,3901998.0,218529286,0.02
NGA,Nigeria,Economic Development,Infrastructure,2986383.0,218529286,0.01
NGA,Nigeria,"Democracy, Human Rights, and Governance",Civil Society,1910637.0,218529286,0.01
NGA,Nigeria,Humanitarian Assistance,Disaster Readiness,826070.0,218529286,0.00
NGA,Nigeria,Peace and Security,Counter-Terrorism,480767.0,218529286,0.00
NGA,Nigeria,Program Support,Monitoring and Evaluation,361078.0,218529286,0.00
NGA,Nigeria,Environment,Natural Resources and Biodiversity,324845.0,218529286,0.00
NGA,Nigeria,Economic Development,Private Sector Competitiveness,321361.0,218529286,0.00
NGA,Nigeria,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,299274.0,218529286,0.00
NGA,Nigeria,"Democracy, Human Rights, and Governance","Democracy, Human Rights, and Governance - General",155040.0,218529286,0.00
NGA,Nigeria,Multi-sector,Multi-sector - Unspecified,79529.0,218529286,0.00
NGA,Nigeria,Health,Pandemic Influenza and Other Emerging Threats (PIOET),20302.0,218529286,0.00
NIC,Nicaragua,Humanitarian Assistance,"Protection, Assistance and Solutions",7997539.0,6644741,1.20
NIC,Nicaragua,Program Support,Direct Administrative Costs,5785844.0,6644741,0.87
NIC,Nicaragua,"Democracy, Human Rights, and Governance",Civil Society,4944284.0,6644741,0.74
NIC,Nicaragua,"Democracy, Human Rights, and Governance",Good Governance,2868722.0,6644741,0.43
NIC,Nicaragua,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,2418180.0,6644741,0.36
NIC,Nicaragua,Education and Social Services,Basic Education,931778.0,6644741,0.14
NIC,Nicaragua,Economic Development,Agriculture,686029.0,6644741,0.10
NIC,Nicaragua,Education and Social Services,Higher Education,582309.0,6644741,0.09
NIC,Nicaragua,Education and Social Services,Education and Social Services - General,370786.0,6644741,0.06
NIC,Nicaragua,Multi-sector,Multi-sector - Unspecified,279960.0,6644741,0.04
NIC,Nicaragua,Education and Social Services,"Policies, Regulations, and Systems",250391.0,6644741,0.04
NIC,Nicaragua,Program Support,Monitoring and Evaluation,204888.0,6644741,0.03
NIC,Nicaragua,Health,Other Public Health Threats,90868.0,6644741,0.01
NIC,Nicaragua,Health,Health - General,47000.0,6644741,0.01
NIC,Nicaragua,Environment,Environment - General,15385.0,6644741,0.00
NLD,Netherlands,Program Support,Direct Administrative Costs,143521.0,17533044,0.01
NPL,Nepal,Education and Social Services,Basic Education,15239256.0,29475010,0.52
NPL,Nepal,Program Support,Direct Administrative Costs,14248145.0,29475010,0.48
NPL,Nepal,Humanitarian Assistance,Disaster Readiness,10630166.0,29475010,0.36
NPL,Nepal,Economic Development,Agriculture,9905069.0,29475010,0.34
NPL,Nepal,Economic Development,Macroeconomic Foundation for Growth,9593284.0,29475010,0.33
NPL,Nepal,Health,Pandemic Influenza and Other Emerging Threats (PIOET),6614802.0,29475010,0.22
NPL,Nepal,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,5569651.0,29475010,0.19
NPL,Nepal,Humanitarian Assistance,"Protection, Assistance and Solutions",3961849.0,29475010,0.13
NPL,Nepal,Health,Maternal and Child Health,3763581.0,29475010,0.13
NPL,Nepal,"Democracy, Human Rights, and Governance",Good Governance,3514472.0,29475010,0.12
NPL,Nepal,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,3202188.0,29475010,0.11
NPL,Nepal,"Democracy, Human Rights, and Governance",Civil Society,2490409.0,29475010,0.08
NPL,Nepal,Economic Development,Infrastructure,1819763.0,29475010,0.06
NPL,Nepal,Economic Development,Private Sector Competitiveness,1565420.0,29475010,0.05
NPL,Nepal,Health,Water Supply and Sanitation,1399589.0,29475010,0.05
NPL,Nepal,Peace and Security,Conflict Mitigation and Reconciliation,869457.0,29475010,0.03
NPL,Nepal,Health,Other Public Health Threats,342486.0,29475010,0.01
NPL,Nepal,Education and Social Services,"Policies, Regulations, and Systems",333974.0,29475010,0.01
NPL,Nepal,Environment,Clean Productive Environment,317870.0,29475010,0.01
NPL,Nepal,Peace and Security,Transnational Crime,154176.0,29475010,0.01
NPL,Nepal,Health,Family Planning and Reproductive Health,88676.0,29475010,0.00
PAK,Pakistan,Economic Development,Infrastructure,66681962.0,239477801,0.28
PAK,Pakistan,Health,Water Supply and Sanitation,30326783.0,239477801,0.13
PAK,Pakistan,Program Support,Direct Administrative Costs,27746354.0,239477801,0.12
PAK,Pakistan,Economic Development,Private Sector Competitiveness,18722680.0,239477801,0.08
PAK,Pakistan,Education and Social Services,Basic Education,16875786.0,239477801,0.07
PAK,Pakistan,Humanitarian Assistance,"Protection, Assistance and Solutions",15520489.0,239477801,0.06
PAK,Pakistan,Peace and Security,Conflict Mitigation and Reconciliation,14141909.0,239477801,0.06
PAK,Pakistan,Economic Development,Agriculture,11569820.0,239477801,0.05
PAK,Pakistan,"Democracy, Human Rights, and Governance",Good Governance,7361928.0,239477801,0.03
PAK,Pakistan,Health,Pandemic Influenza and Other Emerging Threats (PIOET),5549779.0,239477801,0.02
PAK,Pakistan,Health,Family Planning and Reproductive Health,5000727.0,239477801,0.02
PAK,Pakistan,"Democracy, Human Rights, and Governance",Civil Society,4840768.0,239477801,0.02
PAK,Pakistan,Health,Maternal and Child Health,1542751.0,239477801,0.01
PAK,Pakistan,Economic Development,Trade and Investment,1526236.0,239477801,0.01
PAK,Pakistan,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,1162380.0,239477801,0.00
PAK,Pakistan,Education and Social Services,Higher Education,974791.0,239477801,0.00
PAK,Pakistan,Economic Development,Financial Sector,793998.0,239477801,0.00
PAK,Pakistan,Education and Social Services,"Policies, Regulations, and Systems",385785.0,239477801,0.00
PAK,Pakistan,Multi-sector,Multi-sector - Unspecified,229551.0,239477801,0.00
PAK,Pakistan,Health,Other Public Health Threats,115305.0,239477801,0.00
PAK,Pakistan,Economic Development,Economic Opportunity,8844.0,239477801,0.00
PAK,Pakistan,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,902.0,239477801,0.00
PAN,Panama,Health,Pandemic Influenza and Other Emerging Threats (PIOET),1774643.0,4345405,0.41
PAN,Panama,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,217575.0,4345405,0.05
PAN,Panama,Environment,Environment,185740.0,4345405,0.04
PAN,Panama,Economic Development,Agriculture,159335.0,4345405,0.04
PAN,Panama,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,123731.0,4345405,0.03
PAN,Panama,"Democracy, Human Rights, and Governance",Good Governance,117764.0,4345405,0.03
PAN,Panama,Environment,Environment - General,114759.0,4345405,0.03
PAN,Panama,Multi-sector,Multi-sector - Unspecified,81076.0,4345405,0.02
PAN,Panama,Economic Development,Economic Development - General,49872.0,4345405,0.01
PAN,Panama,"Democracy, Human Rights, and Governance",Civil Society,46539.0,4345405,0.01
PAN,Panama,Humanitarian Assistance,Disaster Readiness,-9404.0,4345405,-0.00
PER,Peru,Humanitarian Assistance,"Protection, Assistance and Solutions",41186358.0,33155882,1.24
PER,Peru,Economic Development,Agriculture,22870092.0,33155882,0.69
PER,Peru,Economic Development,Macroeconomic Foundation for Growth,22622060.0,33155882,0.68
PER,Peru,Program Support,Direct Administrative Costs,14790553.0,33155882,0.45
PER,Peru,Environment,Clean Productive Environment,8888533.0,33155882,0.27
PER,Peru,"Democracy, Human Rights, and Governance",Good Governance,3596324.0,33155882,0.11
PER,Peru,Humanitarian Assistance,Disaster Readiness,2655858.0,33155882,0.08
PER,Peru,Economic Development,Private Sector Competitiveness,1450392.0,33155882,0.04
PER,Peru,Program Support,Monitoring and Evaluation,1021221.0,33155882,0.03
PER,Peru,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,983354.0,33155882,0.03
PER,Peru,Peace and Security,Conflict Mitigation and Reconciliation,310434.0,33155882,0.01
PER,Peru,Environment,Environment - General,268633.0,33155882,0.01
PER,Peru,Peace and Security,Counter-Narcotics,83166.0,33155882,0.00
PER,Peru,Multi-sector,Multi-sector - Unspecified,2564.0,33155882,0.00
PER,Peru,Education and Social Services,Basic Education,1193.0,33155882,0.00
PHL,Philippines,Program Support,Direct Administrative Costs,18335223.0,113100950,0.16
PHL,Philippines,"Democracy, Human Rights, and Governance",Good Governance,13006593.0,113100950,0.11
PHL,Philippines,Humanitarian Assistance,"Protection, Assistance and Solutions",12973131.0,113100950,0.11
PHL,Philippines,Education and Social Services,Basic Education,12838264.0,113100950,0.11
PHL,Philippines,Economic Development,Macroeconomic Foundation for Growth,12449350.0,113100950,0.11
PHL,Philippines,Economic Development,Trade and Investment,9271210.0,113100950,0.08
PHL,Philippines,Humanitarian Assistance,Disaster Readiness,6897595.0,113100950,0.06
PHL,Philippines,Health,Water Supply and Sanitation,6664008.0,113100950,0.06
PHL,Philippines,Education and Social Services,Higher Education,5015009.0,113100950,0.04
PHL,Philippines,"Democracy, Human Rights, and Governance",Civil Society,3626181.0,113100950,0.03
PHL,Philippines,Economic Development,Private Sector Competitiveness,3309251.0,113100950,0.03
PHL,Philippines,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,3196202.0,113100950,0.03
PHL,Philippines,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,3010213.0,113100950,0.03
PHL,Philippines,Peace and Security,Counter-Terrorism,2145830.0,113100950,0.02
PHL,Philippines,Economic Development,Infrastructure,1550033.0,113100950,0.01
PHL,Philippines,Environment,Clean Productive Environment,1114769.0,113100950,0.01
PHL,Philippines,Health,Pandemic Influenza and Other Emerging Threats (PIOET),1056201.0,113100950,0.01
PHL,Philippines,Peace and Security,Conflict Mitigation and Reconciliation,756881.0,113100950,0.01
PHL,Philippines,Peace and Security,Transnational Crime,400175.0,113100950,0.00
PHL,Philippines,Health,Other Public Health Threats,147058.0,113100950,0.00
PHL,Philippines,Economic Development,Financial Sector,91174.0,113100950,0.00
PLW,Palau,Humanitarian Assistance,Disaster Readiness,217689.0,17783,12.24
PLW,Palau,Humanitarian Assistance,"Protection, Assistance and Solutions",59370.0,17783,3.34
PLW,Palau,Program Support,Direct Administrative Costs,41167.0,17783,2.31
PNG,Papua New Guinea,Economic Development,Infrastructure,2103702.0,10012896,0.21
PNG,Papua New Guinea,Humanitarian Assistance,Disaster Readiness,1467078.0,10012896,0.15
PNG,Papua New Guinea,Economic Development,Private Sector Competitiveness,753827.0,10012896,0.08
PNG,Papua New Guinea,Program Support,Direct Administrative Costs,575223.0,10012896,0.06
PNG,Papua New Guinea,Economic Development,Trade and Investment,262521.0,10012896,0.03
PNG,Papua New Guinea,"Democracy, Human Rights, and Governance",Good Governance,247019.0,10012896,0.02
PNG,Papua New Guinea,Environment,Clean Productive Environment,50000.0,10012896,0.00
PNG,Papua New Guinea,Environment,Natural Resources and Biodiversity,13128.0,10012896,0.00
PNG,Papua New Guinea,Health,Pandemic Influenza and Other Emerging Threats (PIOET),2606.0,10012896,0.00
PRY,Paraguay,Program Support,Direct Administrative Costs,2787013.0,6684182,0.42
PRY,Paraguay,"Democracy, Human Rights, and Governance",Good Governance,2535757.0,6684182,0.38
PRY,Paraguay,Education and Social Services,Higher Education,1797521.0,6684182,0.27
PRY,Paraguay,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,1209309.0,6684182,0.18
PRY,Paraguay,Humanitarian Assistance,Disaster Readiness,808958.0,6684182,0.12
PRY,Paraguay,Economic Development,Private Sector Competitiveness,616294.0,6684182,0.09
PRY,Paraguay,Economic Development,Macroeconomic Foundation for Growth,49000.0,6684182,0.01
PRY,Paraguay,Health,Pandemic Influenza and Other Emerging Threats (PIOET),579.0,6684182,0.00
PSE,West Bank and Gaza,Program Support,Direct Administrative Costs,12604066.0,4922749,2.56
PSE,West Bank and Gaza,Humanitarian Assistance,"Protection, Assistance and Solutions",7755102.0,4922749,1.58
PSE,West Bank and Gaza,Peace and Security,Conflict Mitigation and Reconciliation,4621738.0,4922749,0.94
PSE,West Bank and Gaza,Economic Development,Infrastructure,4271325.0,4922749,0.87
PSE,West Bank and Gaza,Health,Water Supply and Sanitation,416198.0,4922749,0.08
PSE,West Bank and Gaza,Economic Development,Financial Sector,83754.0,4922749,0.02
PSE,West Bank and Gaza,Education and Social Services,Higher Education,-2886.0,4922749,-0.00
PSE,West Bank and Gaza,Economic Development,Private Sector Competitiveness,-4571.0,4922749,-0.00
PSE,West Bank and Gaza,Education and Social Services,Basic Education,-10793.0,4922749,-0.00
PSE,West Bank and Gaza,Education and Social Services,"Policies, Regulations, and Systems",-691059.0,4922749,-0.14
ROU,Romania,"Democracy, Human Rights, and Governance",Good Governance,815827.0,19122059,0.04
ROU,Romania,Program Support,Direct Administrative Costs,154860.0,19122059,0.01
RWA,Rwanda,Economic Development,Agriculture,15492128.0,13355260,1.16
RWA,Rwanda,Humanitarian Assistance,"Protection, Assistance and Solutions",14666700.0,13355260,1.10
RWA,Rwanda,Education and Social Services,Basic Education,11188801.0,13355260,0.84
RWA,Rwanda,Program Support,Direct Administrative Costs,10377000.0,13355260,0.78
RWA,Rwanda,Health,Water Supply and Sanitation,2105339.0,13355260,0.16
RWA,Rwanda,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,1309321.0,13355260,0.10
RWA,Rwanda,Education and Social Services,Higher Education,979249.0,13355260,0.07
RWA,Rwanda,Economic Development,Private Sector Competitiveness,867160.0,13355260,0.06
RWA,Rwanda,Program Support,Monitoring and Evaluation,800000.0,13355260,0.06
RWA,Rwanda,Education and Social Services,"Policies, Regulations, and Systems",485755.0,13355260,0.04
RWA,Rwanda,Economic Development,Infrastructure,437500.0,13355260,0.03
RWA,Rwanda,Peace and Security,Conflict Mitigation and Reconciliation,231127.0,13355260,0.02
RWA,Rwanda,"Democracy, Human Rights, and Governance",Civil Society,129182.0,13355260,0.01
RWA,Rwanda,"Democracy, Human Rights, and Governance",Good Governance,37232.0,13355260,0.00
RWA,Rwanda,Environment,Natural Resources and Biodiversity,35475.0,13355260,0.00
RWA,Rwanda,Multi-sector,Multi-sector - Unspecified,30074.0,13355260,0.00
RWA,Rwanda,Environment,Clean Productive Environment,24878.0,13355260,0.00
RWA,Rwanda,Health,HIV/AIDS,13006.0,13355260,0.00
SAU,Saudi Arabia,Program Support,Direct Administrative Costs,1273.0,30784383,0.00
SDN,Sudan,Humanitarian Assistance,"Protection, Assistance and Solutions",252113373.0,48066924,5.25
SDN,Sudan,Economic Development,Agriculture,21232426.0,48066924,0.44
SDN,Sudan,Peace and Security,Conflict Mitigation and Reconciliation,14273889.0,48066924,0.30
SDN,Sudan,Program Support,Direct Administrative Costs,7753301.0,48066924,0.16
