artist_name,country,Location Reason,Author Background,birth_date,death_date,birth_place,work_title,work_url,source,,tags,More info,Public Domain?,iso3,image_path,is_local
Pablo Picasso,Spain,,,,,,Mother and Child,"https://www.artic.edu/iiif/2/64734461-887d-80b9-8489-e38cb05ac01d/full/843,/0/default.jpg",chicago,,,,,ESP,"https://www.artic.edu/iiif/2/64734461-887d-80b9-8489-e38cb05ac01d/full/843,/0/default.jpg",false
,Sri Lanka,,,,,,,https://www.flickr.com/photos/nationalarchives/7949985386/in/album-72157631450705264,Flickr Commons,,,,,LKA,https://live.staticflickr.com/8456/7949985386_0a07159c55_z.jpg,false
,Sri Lanka,,,,,,,https://www.flickr.com/photos/nationalarchives/7950020880/in/album-72157631450705264,Flickr Commons,Mid,,,,LKA,https://live.staticflickr.com/8321/7950020880_b818df486b_b.jpg,false
,Sudan,,,,,,,https://www.flickr.com/photos/nypl/3110810598/in/photolist-5JTHBu-7MSERF-7MSGpt-7MWyyU-7MWwSW-n99aaK-7MSERX-9UuHuD-7MWyyN-7MWwSJ-T1iK4K-7MWyyJ-7MWwSQ-7MWyyC-9wD4TE-2ovrkE6-nkJ5Ud-9fMiBP-4AMbDB-dzaQoa-7DhL6L-9fAvEv-9fMiHF-9fQxaA-9fMoBT-9fQsz5-2mhLrBa-2mhRArF-9fQqDJ-nQFjM5-dSDKFP-9fMsec-8H8RTC-bUeo4v-9fMnH8-bUeeoD-9fQvu1-9fMr1T-9fQtK1-6YYt87-71SCp6-9fMnyg-9fQt4W-9fQxDL-9fMqyi-9fQrqN-9fMkra-9fQqxy-64CdTg-64CjbH,Flickr Commons,,,,,SDN,https://live.staticflickr.com/3110/3110810598_948f04affa_z.jpg,false
,Suriname,,,,,,,https://www.flickr.com/photos/nationaalarchief/8384052234/in/photolist-69MAA6-jrbktQ-azPF9C-dLLUk6-cCicTC-dLLUhK-dLLUqT-dLSsCJ-eanT7a,Flickr Commons,,,,,SUR,https://live.staticflickr.com/8354/8384052234_b2d5d5d831_b.jpg,false
Carl Larsson,Sweden,,,1853-05-28,1919-01-22,Storkyrkoförsamlingen,Say Hello to the Gentleman!,https://commons.wikimedia.org/wiki/Special:FilePath/Say%20Hello%20to%20the%20Gentleman%21%20.jpg,Wiki Commons,,,,,SWE,https://upload.wikimedia.org/wikipedia/commons/5/52/Say_Hello_to_the_Gentleman%21_.jpg,false
"Angelica Kauffmann (Swiss, 1741–1807)",Switzerland,,,,,,Mrs. Hugh Morgan and Her Daughter,"https://www.artic.edu/iiif/2/00df5b07-1d76-b1da-93ed-b98bb0700c3d/full/843,/0/default.jpg",chicago,,,,,CHE,"https://www.artic.edu/iiif/2/00df5b07-1d76-b1da-93ed-b98bb0700c3d/full/843,/0/default.jpg",false
,Tunisia,,,,,,,https://www.flickr.com/photos/sdasmarchives/8068532541/in/photolist-nBZu45-9wD4T7-hFDeje-hFEuP8-rhd7pN-hFEupk-hFE6jU-hFDgs2-hFEtUH-hFEsCz-hFDdUM-hFEs8g-hFE59N-hFDg2n-hFE2W1-hFE2n5-hFD9XD-hFDgzr-hFE5tA-hFE2PN-hFD8Xx-hFDwJ5-hFEoAg-hFE8f7-hFEu88-hFDuh1-hFD7KH-hFDvgq-2bCiGPq-hFEq8z-2bkAXVr-2bCfycm-2cDT8Fs-QAxgfC-QAxfsf-2cDTd4A-2bCfArw-2cJjPbV-QAAFE3-amTgnb-hFErik-hFE3XE-dhZkC2-LmK57n-GiwEzZ-Fofmh4-hFDZAj-LSdxtf-2ka4mRe-2q7EJ5A,Flickr Commons,,,,,TUN,https://live.staticflickr.com/8462/8068532541_1dc58a99de_b.jpg,false
Osman Hamdi Bey (1842–1910),Turkey,Born died in ottoman empire,https://en.wikipedia.org/wiki/Osman_Hamdi_Bey,,,,,https://commons.wikimedia.org/wiki/File:Osman_Hamdi_Bey_-_Two_Musician_Girls_-_Google_Art_Project.jpg,Wiki Commons,,,https://www.wikiart.org/en/osman-hamdi,,UNK,https://upload.wikimedia.org/wikipedia/commons/8/87/Osman_Hamdi_Bey_-_Two_Musician_Girls_-_Google_Art_Project.jpg,false
Mykola Pymonenko,Ukraine,,,1862-03-21,1912-04-08,Kyiv,Q112066285,https://commons.wikimedia.org/wiki/Special:FilePath/Mykola%20Pymonenko-Vechoriye.jpg,Wiki Commons,,,,,UKR,https://upload.wikimedia.org/wikipedia/commons/e/e0/Mykola_Pymonenko-Vechoriye.jpg,false
Helene Schjerfbeck (1862–1946),United Kingdom,"Finnish artist, painted in England",https://en.wikipedia.org/wiki/Helene_Schjerfbeck,,,,,https://commons.wikimedia.org/wiki/File:Helene_Schjerfbeck_(1862-1946)-_The_Convalescent_-_Toipilas_-_Konvalescenten_(32721924996).jpg,Wiki Commons,,,https://www.wikiart.org/en/helene-schjerfbeck/portrait-of-a-girl-1887/,Yes,GBR,https://upload.wikimedia.org/wikipedia/commons/0/09/Helene_Schjerfbeck_%281862-1946%29-_The_Convalescent_-_Toipilas_-_Konvalescenten_%2832721924996%29.jpg,false
Jose Campeche,United States,Puerto Rican,https://en.wikipedia.org/wiki/Jos%C3%A9_Campeche,,,,,https://commons.wikimedia.org/wiki/File:Jos%C3%A9_Campeche_-_Do%C3%B1a_Mar%C3%ADa_Catalina_de_Urrutia.jpg,Wiki Commons,,,https://www.wikiart.org/en/jose-campeche/do-a-mar-a-catalina-de-urrutia-1788/,Yes,USA,https://upload.wikimedia.org/wikipedia/commons/0/0b/Jos%C3%A9_Campeche_-_Do%C3%B1a_Mar%C3%ADa_Catalina_de_Urrutia.jpg,false
Jose Campeche,United States,Puerto Rican,https://en.wikipedia.org/wiki/Jos%C3%A9_Campeche,,,,,https://commons.wikimedia.org/wiki/File:La_escuela_del_Maestro_Cordero_by_Francisco_Oller.jpg,Wiki Commons,,,https://www.wikiart.org/en/francisco-oller/the-school-of-the-teacher-1892/,Yes,USA,https://upload.wikimedia.org/wikipedia/commons/7/78/La_escuela_del_Maestro_Cordero_by_Francisco_Oller.jpg,false
"Mary Cassatt (American, 1844–1926)",United States,,,,,,Young Mother Nursing Her Child,"https://www.artic.edu/iiif/2/128c88c2-26a6-3ce4-830b-8578eb878cd9/full/843,/0/default.jpg",chicago,,,,,USA,"https://www.artic.edu/iiif/2/128c88c2-26a6-3ce4-830b-8578eb878cd9/full/843,/0/default.jpg",false
Margaret MacDonald,United_Kingdom,Scottish artist,https://en.wikipedia.org/wiki/Margaret_Macdonald_Mackintosh,,,,,https://commons.wikimedia.org/wiki/File:Margaret_MacDonald_-_Summer_1897.jpg,Wiki Commons,,,https://www.wikiart.org/en/margaret-macdonald/summer-1897/,Yes,UNK,https://upload.wikimedia.org/wikipedia/commons/4/42/Margaret_MacDonald_-_Summer_1897.jpg,false
Thomas Stuart Smith (1815–1869),United Kingdom,,https://en.wikipedia.org/wiki/Thomas_Stuart_Smith,,,,,https://commons.wikimedia.org/wiki/File:Thomas_Stuart_Smith_(1813-1814-1869)_-_Cottage_Interior_-_8231.000_-_Stirling_Smith_Museum_and_Art_Gallery.jpg,Wiki Commons,,,https://www.wikiart.org/en/thomas-stuart-smith/morning-h-55-9-x-w-49-6-1867/,,GBR,https://upload.wikimedia.org/wikipedia/commons/5/5b/Thomas_Stuart_Smith_%281813-1814-1869%29_-_Cottage_Interior_-_8231.000_-_Stirling_Smith_Museum_and_Art_Gallery.jpg,false
"James Jebusa Shannon, born Auburn, NY 1862-died London, England 1923",United Kingdom,,,,,,On the Dunes (Lady Shannon and Kitty),https://ids.si.edu/ids/deliveryService?id=SAAM-1929.6.110_1,smithsonian,,,,,GBR,https://ids.si.edu/ids/deliveryService?id=SAAM-1929.6.110_1,false
"Sir Henry Raeburn (Scottish, 1756–1823)",United Kingdom,,,,,,Eleanor Margaret Gibson-Carmichael,"https://www.artic.edu/iiif/2/9a93001d-887a-f34d-ecc2-83240e2ad54c/full/843,/0/default.jpg",chicago,,,,,GBR,"https://www.artic.edu/iiif/2/9a93001d-887a-f34d-ecc2-83240e2ad54c/full/843,/0/default.jpg",false
"Emily Mary Osborn (English, 1834–1918)",United Kingdom,,,,,,Mrs. Sturgis and Children,"https://www.artic.edu/iiif/2/b2339068-ad1b-0df8-25fb-4ded3e1fb4e1/full/843,/0/default.jpg",chicago,,,,,GBR,"https://www.artic.edu/iiif/2/b2339068-ad1b-0df8-25fb-4ded3e1fb4e1/full/843,/0/default.jpg",false
"Charles Bird King, 26 Sep 1785 - 18 Mar 1862",United States,,,,,,Sarah Weston Seaton with her Children Augustine and Julia,https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_2011_147-000001,smithsonian,,,,,USA,https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_2011_147-000001,false
"Arthur Durston, born Farnsborough, England 1889-died Los Angeles, CA 1938",United States,,,,,,Industry,https://ids.si.edu/ids/deliveryService?id=SAAM-1964.1.92_1,smithsonian,,,,,USA,https://ids.si.edu/ids/deliveryService?id=SAAM-1964.1.92_1,false
"Carl Moon, born Wilmington, OH 1879-died San Francisco, CA 1948",United States,,,,,,Hopi Mother and Child,https://ids.si.edu/ids/deliveryService?id=SAAM-1985.66.383325_2,smithsonian,,,,,USA,https://ids.si.edu/ids/deliveryService?id=SAAM-1985.66.383325_2,false
"Joshua Johnson (American, c. 1763–after 1825)",United States,,,,,,Elizabeth Grant Bankson Beatty (Mrs. James Beatty) and Her Daughter Susan,"https://www.artic.edu/iiif/2/83802ee1-1682-6de0-7276-37c4ab3fa879/full/843,/0/default.jpg",chicago,,,,,USA,"https://www.artic.edu/iiif/2/83802ee1-1682-6de0-7276-37c4ab3fa879/full/843,/0/default.jpg",false
"Lilly Martin Spencer (American, born England, 1822–1902)",United States,,,,,,This Little Pig Went to Market,"https://www.artic.edu/iiif/2/b05d86ee-ecc4-c28c-3df3-0c2d65b6b1cb/full/843,/0/default.jpg",chicago,,,,,USA,"https://www.artic.edu/iiif/2/b05d86ee-ecc4-c28c-3df3-0c2d65b6b1cb/full/843,/0/default.jpg",false
Charles Willson Peale,United States,,,,,,"Mrs. John Nicholson (Hannah Duncan) and John Nicholson, Jr.","https://www.artic.edu/iiif/2/de8b304b-8250-78cf-dfa2-5f91458b78f9/full/843,/0/default.jpg",chicago,,,,,USA,"https://www.artic.edu/iiif/2/de8b304b-8250-78cf-dfa2-5f91458b78f9/full/843,/0/default.jpg",false
,Uzbekistan,,,,,,,https://www.flickr.com/photos/library_of_congress/9631439840/in/photolist-fF6EiQ-fF6DvA-fEP4Zv-fEP1Gr-fEP5gr-fEP584-22MP7Qh-7Xnip5-shRYCt-7Xkmcx-pS2jBL-7Xnikf-7XnioL-7Xj4ZH-7Xj51R-fF6Efb-7XoPj5-7Xngyf-hKyxaF-AxGaAj,Flickr Commons,,,,,UZB,https://live.staticflickr.com/2862/9631439840_88c9875e4c_b.jpg,false
Francisco Arturo Michelena Castillo ,Venezuela,Born died Venezuelan,https://en.wikipedia.org/wiki/Arturo_Michelena,,,,,https://commons.wikimedia.org/wiki/File:La_Joven_Madre_1889_by_Arturo_Michelena.jpg,Wiki Commons,,,https://www.wikiart.org/en/arturo-michelena/the-sick-child-1886,Yes,VEN,https://upload.wikimedia.org/wikipedia/commons/9/9a/La_Joven_Madre_1889_by_Arturo_Michelena.jpg,false
Arturo Michelena,Venezuela,,,1863-06-16,1898-07-29,Valencia,The Young Mother,https://commons.wikimedia.org/wiki/Special:FilePath/La%20Joven%20Madre%201889%20by%20Arturo%20Michelena.jpg,Wiki Commons,,,,,VEN,https://upload.wikimedia.org/wikipedia/commons/9/9a/La_Joven_Madre_1889_by_Arturo_Michelena.jpg,false
Tô Ngọc Vân,Vietnam,,,1906-01-01,1954-01-01,Nghĩa Trụ,Two women and a child,https://commons.wikimedia.org/wiki/Special:FilePath/Hai%20thieu%20nu%20va%20em%20be.JPG,Wiki Commons,,,,,VNM,https://upload.wikimedia.org/wikipedia/commons/1/19/Hai_thieu_nu_va_em_be.JPG,false
,Yemen,,,,,,,https://www.flickr.com/photos/nationalarchives/8506760811/in/album-72157632856847874,Flickr Commons,,,,,YEM,https://live.staticflickr.com/8366/8506760811_5e29690239_b.jpg,false
