id,user_id,user_name,quality_grade,url,image_url,description,latitude,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
10484,516,"",research,http://www.inaturalist.org/observations/10484,https://inaturalist-open-data.s3.amazonaws.com/photos/21896/medium.JPG,"",51.525036,United Kingdom,Sterne pierregarin,Sterna hirundo,Common Tern,Aves,4450
10497,516,"",research,http://www.inaturalist.org/observations/10497,https://inaturalist-open-data.s3.amazonaws.com/photos/21893/medium.JPG,"",51.526383,United Kingdom,Grey Heron,Ardea cinerea,Grey Heron,Aves,4954
10501,516,"",research,http://www.inaturalist.org/observations/10501,https://inaturalist-open-data.s3.amazonaws.com/photos/21910/medium.JPG,"",51.529312,United Kingdom,Eurasian Magpie,Pica pica,Eurasian Magpie,Aves,891696
10508,516,"",research,http://www.inaturalist.org/observations/10508,https://inaturalist-open-data.s3.amazonaws.com/photos/21954/medium.JPG,"",51.5613655864,United Kingdom,Fuligule milouin,Aythya ferina,Common Pochard,Aves,7045
10576,351,John Proctor,research,http://www.inaturalist.org/observations/10576,https://inaturalist-open-data.s3.amazonaws.com/photos/22055/medium.jpg,Baby swallows in a nest in the station building at Dolgoch Station on the Talyllyn Railway.  The parents kept swooping in to feed them but if there were people standing in the entrance then they wouldn't come in.,52.621871,United Kingdom,Barn Swallow,Hirundo rustica,Barn Swallow,Aves,11901
10580,533,Kyle Van Houtan,research,http://www.inaturalist.org/observations/10580,https://inaturalist-open-data.s3.amazonaws.com/photos/22068/medium.jpg,"This is a Black-crowned night heron (Nycticorax nycticorax hoactli) or 
'Auku'u in the Hawaiian language. I snapped this photo above a fish pond within the Honolulu Zoo. The birds are native to Hawaii, and this one apparently knew where to get a good free meal. No idea what kind of fish this is, some Afro-Asian orange cichlid probably, but it is stocked in the Zoo, so probably anything goes.",21.2696995639,United States,Black-crowned Night-Heron,Nycticorax nycticorax,Black-crowned Night Heron,Aves,4981
10606,533,Kyle Van Houtan,research,http://www.inaturalist.org/observations/10606,https://inaturalist-open-data.s3.amazonaws.com/photos/22102/medium.jpg,This is a Brown Pelican (Pelecanus occidentalis) sitting on a breakwater along the Gulf of California on the outskirts of Loreto town.,26.0066527619,Mexico,Pelícano pardo,Pelecanus occidentalis,Brown Pelican,Aves,4328
10740,516,"",research,http://www.inaturalist.org/observations/10740,https://inaturalist-open-data.s3.amazonaws.com/photos/22300/medium.JPG,"",43.454087,France,Greater Flamingo,Phoenicopterus roseus,Greater Flamingo,Aves,73222
10896,516,"",research,http://www.inaturalist.org/observations/10896,https://inaturalist-open-data.s3.amazonaws.com/photos/22493/medium.JPG,"",43.573654,France,European Bee-Eater,Merops apiaster,European Bee-eater,Aves,2191
11136,549,Bob Dodge,research,http://www.inaturalist.org/observations/11136,https://inaturalist-open-data.s3.amazonaws.com/photos/22816/medium.jpg,Out near the outflow from the treatment plant,37.459577032,United States,Short-eared Owl,Asio flammeus,Short-eared Owl,Aves,20315
