id,artist_name,author_wikilink,artist_nationality,artist_iso3,country_of_subject,subject_iso3,title,keep,nudity,image_url,work_url,location_reason,author_background,artwork_date,birth_date,death_date,birth_place,source,tags,more_info,is_local,filepath
97,Berthe Morisot,https://en.wikipedia.org/wiki/Berthe_Morisot,French,FRA,,,The Cradle,Keep,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Berthe_Morisot_008.jpg/960px-Berthe_Morisot_008.jpg,https://en.wikipedia.org/wiki/Berthe_Morisot#/media/File:Berthe_Morisot_008.jpg,,,,,,,,,,,images/FRA/children_artwork/The_Cradle.jpg
98,Henry Ossawa Tanner,https://en.wikipedia.org/wiki/Henry_Ossawa_Tanner,American,USA,,,The Banjo Lesson,Keep,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Henry_Ossawa_Tanner%2C_The_Banjo_Lesson_%28darker%29.jpg/960px-Henry_Ossawa_Tanner%2C_The_Banjo_Lesson_%28darker%29.jpg,"https://commons.wikimedia.org/wiki/File:Henry_Ossawa_Tanner,_The_Banjo_Lesson_(darker).jpg",,,,,,,,,,,images/USA/children_artwork/The_Banjo_Lesson.jpg
99,Vincent van Gogh,https://en.wikipedia.org/wiki/Vincent_van_Gogh,Dutch,NLD,,,First Step,Keep,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Vincent_van_Gogh_-_First_Steps.jpg/960px-Vincent_van_Gogh_-_First_Steps.jpg,https://commons.wikimedia.org/wiki/File:Vincent_van_Gogh_-_First_Steps.jpg,,,,,,,,,,,images/NLD/children_artwork/First_Step.jpg
100,Käthe Kollwitz,https://en.wikipedia.org/wiki/K%C3%A4the_Kollwitz,German,DEU,,,The Mothers,Keep,,https://upload.wikimedia.org/wikipedia/commons/b/b0/%22Die_M%C3%BCtter%22_-_K%C3%A4the_Kollwitz_%3B_Felsing_%28printer%29._LCCN2009630850.jpg,https://en.wikipedia.org/wiki/K%C3%A4the_Kollwitz#/media/File:%22Die_M%C3%BCtter%22_-_K%C3%A4the_Kollwitz_;_Felsing_(printer)._LCCN2009630850.jpg,,,,,,,,,,,images/DEU/children_artwork/The_Mothers.jpg
121,"Costa Rica, Southern Nicoya region",,,CRI,Costa Rica,,Celt-Shaped Pendant,keep,,https://openaccess-cdn.clevelandart.org/1972.4/1972.4_web.jpg,https://clevelandart.org/art/1972.4,,,c. 300 BCE–600 CE,,,,cleveland,jadeite,CC0,FALSE,images/CRI/children_artwork/Celt-Shaped_Pendant.jpg
102,Leonardo da Vinci,https://en.wikipedia.org/wiki/Leonardo_da_Vinci,Italian,ITA,,,The Virgin and Child with Saint Anne,Keep,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/La_Vierge%2C_l%27Enfant_J%C3%A9sus_et_sainte_Anne%2C_by_Leonardo_da_Vinci%2C_from_C2RMF.jpg/960px-La_Vierge%2C_l%27Enfant_J%C3%A9sus_et_sainte_Anne%2C_by_Leonardo_da_Vinci%2C_from_C2RMF.jpg,https://en.wikipedia.org/wiki/The_Virgin_and_Child_with_Saint_Anne_(Leonardo)#/media/File:Leonardo_da_Vinci_-_Virgin_and_Child_with_St_Anne_C2RMF_retouched.jpg,,,,,,,,,,,images/ITA/children_artwork/The_Virgin_and_Child_with_Saint_Anne.jpg
103,Filippo Lippi,https://en.wikipedia.org/wiki/Filippo_Lippi,Italian,ITA,,,Madonna and Child,Keep,,https://upload.wikimedia.org/wikipedia/commons/f/f0/Fra_Filippo_Lippi_-_Madonna_with_the_Child_and_two_Angels_-_WGA13307.jpg,https://en.wikipedia.org/wiki/Filippo_Lippi#/media/File:Fra_Filippo_Lippi_-_Madonna_with_the_Child_and_two_Angels_-_WGA13307.jpg,,,,,,,,,,,images/ITA/children_artwork/Madonna_and_Child.jpg
104,Auguste Rodin,https://en.wikipedia.org/wiki/Auguste_Rodin,French,FRA,,,Young Mother in the Grotto,Keep,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/35_La-joven-madre-1.jpg/960px-35_La-joven-madre-1.jpg,https://en.wikipedia.org/wiki/Young_Mother,,,,,,,,,,,images/FRA/children_artwork/Young_Mother_in_the_Grotto.jpg
105,Stanisław Wyspiański,https://en.wikipedia.org/wiki/Stanis%C5%82aw_Wyspia%C5%84ski,Polish,POL,Poland,,Motherhood,Keep,Yes,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Macierzynstwo_1905.jpg/960px-Macierzynstwo_1905.jpg,https://commons.wikimedia.org/wiki/File:Macierzynstwo_1905.jpg,,,,,,,,,,,images/POL/children_artwork/Motherhood.jpg
106,Amrita Sher-Gil,https://en.wikipedia.org/wiki/Amrita_Sher-Gil,Hungarian-Indian,IND,India,,Mother and Child,Keep,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Mother_India_1935.jpg/960px-Mother_India_1935.jpg,https://en.wikipedia.org/wiki/Mother_India_%28painting%29#/media/File:Mother_India_1935.jpg,,,,,,,,,,,images/IND/children_artwork/Mother_and_Child.jpg
107,Amrita Sher-Gil,https://en.wikipedia.org/wiki/Amrita_Sher-Gil,Hungarian-Indian,IND,India,,The Little Girl in Blue,Keep,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/The_Little_Girl_in_Blue_by_Amrita_Sher-Gil.jpg/960px-The_Little_Girl_in_Blue_by_Amrita_Sher-Gil.jpg,https://en.wikipedia.org/wiki/The_Little_Girl_in_Blue#/media/File:The_Little_Girl_in_Blue_by_Amrita_Sher-Gil.jpg,,,,,,,,,,,images/IND/children_artwork/The_Little_Girl_in_Blue.jpg
108,Mary Cassatt,https://en.wikipedia.org/wiki/Mary_Cassatt,American,USA,United States,,Reine Lefebre and Margot before a Window,Keep,,https://upload.wikimedia.org/wikipedia/commons/b/be/Mary_Cassatt%2C_1902%2C_Reine_Lefebre_and_Margot_before_a_Window.jpg,"https://en.wikipedia.org/wiki/Mary_Cassatt#/media/File:Mary_Cassatt,_1902,_Reine_Lefebre_and_Margot_before_a_Window.jpg",USA,United States,,USA,Mary Cassatt,https://en.wikipedia.org/wiki/Mary_Cassatt,The Child’s Bath,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Mary_Cassatt_-_The_Child%27s_Bath_-_Google_Art_Project.jpg/960px-Mary_Cassatt_-_The_Child%27s_Bath_-_Google_Art_Project.jpg,images/USA/children_artwork/Reine_Lefebre_and_Margot_before_a_Window.jpg
109,Mary Cassatt,https://en.wikipedia.org/wiki/Mary_Cassatt,American,USA,United States,,Young Mother Sewing,Keep,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Young_Mother_Sewing_MET_DP139632.jpg/960px-Young_Mother_Sewing_MET_DP139632.jpg,https://en.wikipedia.org/wiki/Mary_Cassatt#/media/File:Young_Mother_Sewing_MET_DP139632.jpg,USA,United States,,USA,Mary Cassatt,https://en.wikipedia.org/wiki/Mary_Cassatt,The Child’s Bath,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Mary_Cassatt_-_The_Child%27s_Bath_-_Google_Art_Project.jpg/960px-Mary_Cassatt_-_The_Child%27s_Bath_-_Google_Art_Project.jpg,images/USA/children_artwork/Young_Mother_Sewing.jpg
110,Carmelo Arden Quin,,Uruguayan,URY,Uruguay,,Aleatory 6,keep,,https://nrs.harvard.edu/urn-3:HUAM:811007,https://www.harvardartmuseums.org/collections/object/386250,,,1981,,,,harvard,,© President and Fellows of Harvard College,FALSE,images/URY/children_artwork/Aleatory_6.jpg
111,,,,SLB,Solomon Islands,,Ancestoral effigy; Solomon Islands,keep,,"https://iiif.wellcomecollection.org/image/M0012644.jpg/full/512,/0/default.jpg",https://www.europeana.eu/item/9200579/ppg8ucbf?utm_source=api&utm_medium=api&utm_campaign=caugeoppityr,,,,,,,europeana,,CC,FALSE,images/SLB/children_artwork/Ancestoral_effigy_Solomon_Islands.jpg
112,,,,AND,Andorra,,Andorra,keep,,http://sgdap.girona.cat/sdam/imatges/348632.jpg,https://www.europeana.eu/item/2024914/photography_ProvidedCHO_Ajuntament_de_Girona_348632?utm_source=api&utm_medium=api&utm_campaign=caugeoppityr,,,,,,,europeana,,public domain,FALSE,images/AND/children_artwork/Andorra.jpg
113,"Africa; West Africa; Mali, Niger, or Burkina Faso; Fulani (Peul) style; unknown weavers",,,BFA,Burkina Faso,,Blanket or Cover (Kaasa),keep,,https://openaccess-cdn.clevelandart.org/2024.72/2024.72_web.jpg,https://clevelandart.org/art/2024.72,,,c. 1930s or earlier,,,,cleveland,"Wool, dye",public domain,FALSE,images/BFA/children_artwork/Blanket_or_Cover_Kaasa.jpg
114,Malta,,,MLT,Malta,,Bolero Style Lace Jacket,keep,,https://openaccess-cdn.clevelandart.org/1937.12/1937.12_web.jpg,https://clevelandart.org/art/1937.12,,,1800s,,,,cleveland,Silk: bobbin lace,public domain,FALSE,images/MLT/children_artwork/Bolero_Style_Lace_Jacket.jpg
115,"Gondar, Ethiopia
 Eastern and Southern Africa",,,ETH,Ethiopia,,Bound Manuscript: The Miracles of Mary (Te'amire Maryam),keep,,"https://www.artic.edu/iiif/2/e9ad2413-352a-807e-aaa9-a198100257c5/full/843,/0/default.jpg",https://www.artic.edu/artworks/158772,,,Late 17th century,,,,aic,,public domain,FALSE,images/ETH/children_artwork/Bound_Manuscript_The_Miracles_of_Mary_Teamire_Maryam.jpg
116,"Melanesia, Papua New Guinea, Huon Gulf, Tami Islands, 19th century",,,PNG,Papua New Guinea,,Bowl,keep,,https://openaccess-cdn.clevelandart.org/1965.322/1965.322_web.jpg,https://clevelandart.org/art/1965.322,,,1800s,,,,cleveland,painted wood,CC0,FALSE,images/PNG/children_artwork/Bowl.jpg
117,Sri Lanka,,,LKA,Sri Lanka,,Buddha Seated in Meditation (Dhyanamudra),keep,,"https://www.artic.edu/iiif/2/964d6f73-1b5f-4ab4-ae97-f47d82463b20/full/843,/0/default.jpg",https://www.artic.edu/artworks/103274,,,"Kandyan period, 18th century",,,,aic,,public domain,FALSE,images/LKA/children_artwork/Buddha_Seated_in_Meditation_Dhyanamudra.jpg
118,"Africa, West Africa, Burkina Faso, possibly Bwa-style maker",,,BFA,Burkina Faso,,Buffalo Mask,keep,,https://openaccess-cdn.clevelandart.org/1969.2/1969.2_web.jpg,https://clevelandart.org/art/1969.2,,,early to mid-1900s,,,,cleveland,"Wood, plant fibers, paint, and iron",CC0,FALSE,images/BFA/children_artwork/Buffalo_Mask.jpg
119,"Africa, East Africa, Tanzania, Zanzibar",,,TZA,Tanzania,,Cap (kofia ya kiua or barghashia),keep,,https://openaccess-cdn.clevelandart.org/1964.579/1964.579_web.jpg,https://clevelandart.org/art/1964.579,,,1900s,,,,cleveland,cotton,CC0,FALSE,images/TZA/children_artwork/Cap_kofia_ya_kiua_or_barghashia.jpg
120,Azerbaijan,,,AZE,Azerbaijan,,Carpet,keep,,https://openaccess-cdn.clevelandart.org/1961.383/1961.383_web.jpg,https://clevelandart.org/art/1961.383,,,1890,,,,cleveland,Ghiordez knot: wool and cotton,CC0,FALSE,images/AZE/children_artwork/Carpet.jpg
122,"Polynesia, Mangaia, Cook Islands, 19th century",,,COK,Cook Islands,,Ceremonial Adze,keep,,https://openaccess-cdn.clevelandart.org/1940.1078/1940.1078_web.jpg,https://clevelandart.org/art/1940.1078,,,1800s,,,,cleveland,"wood, stone, fiber",CC0,FALSE,images/COK/children_artwork/Ceremonial_Adze.jpg
123,"Africa, Central Africa, Angola, Chokwe-style carver",,,AGO,Angola,,Ceremonial Chair or Throne (citwamo ca mangu),keep,,https://openaccess-cdn.clevelandart.org/2024.140/2024.140_web.jpg,https://clevelandart.org/art/2024.140,,,1800s,,,,cleveland,"Wood, upholstery studs, leather",CC0,FALSE,images/AGO/children_artwork/Ceremonial_Chair_or_Throne_citwamo_ca_mangu.jpg
124,"Nicoya
 Nicoya, Guanacaste province, Costa Rica",,,CRI,Costa Rica,,Ceremonial Grinding Table (Metate),keep,,"https://www.artic.edu/iiif/2/fe83a496-c70d-233e-2585-c7da300f0f25/full/843,/0/default.jpg",https://www.artic.edu/artworks/65291,,,1–500 CE,,,,aic,,public domain,FALSE,images/CRI/children_artwork/Ceremonial_Grinding_Table_Metate.jpg
125,"Nicoya
 Nicoya, Guanacaste province, Costa Rica",,,CRI,Costa Rica,,Ceremonial Grinding Table (Metate) in the Form of a Feline,keep,,"https://www.artic.edu/iiif/2/9ff92517-5be6-c4f8-db1b-a3f37fcbbb66/full/843,/0/default.jpg",https://www.artic.edu/artworks/146939,,,500–1000,,,,aic,,public domain,FALSE,images/CRI/children_artwork/Ceremonial_Grinding_Table_Metate_in_the_Form_of_a_Feline.jpg
126,"Swahili
 Lamu, Kenya
 Eastern and Southern Africa",,,KEN,Kenya,,Chair (Kiti Cha Enzi),keep,,"https://www.artic.edu/iiif/2/6f071f3a-a59e-ee80-6528-ed1fa8670090/full/843,/0/default.jpg",https://www.artic.edu/artworks/183077,,,19th century,,,,aic,,public domain,FALSE,images/KEN/children_artwork/Chair_Kiti_Cha_Enzi.jpg
127,"Probably Central Asia, possibly Turkmenistan, Turkoman",,,TKM,Turkmenistan,,Chapan or Khalat (Man's Outer Robe),keep,,"https://www.artic.edu/iiif/2/a5328070-7af7-0237-cb36-e36dfbba7d9a/full/843,/0/default.jpg",https://www.artic.edu/artworks/157315,,,19th century,,,,aic,,public domain,FALSE,images/TKM/children_artwork/Chapan_or_Khalat_Mans_Outer_Robe.jpg
128,"Africa, Central Africa, Angola, or Democratic Republic of Congo, Chokwe-style",,,AGO,Angola,,Comb (cisakulo),keep,,https://openaccess-cdn.clevelandart.org/1915.453/1915.453_web.jpg,https://clevelandart.org/art/1915.453,,,mid- to late 1800s,,,,cleveland,"Wood, glass beads, and natural fibers",CC0,FALSE,images/AGO/children_artwork/Comb_cisakulo.jpg
129,"Ateu Atsa (Bangwa, c. 1840–1910)",,,CMR,Cameroon,,Commemorative figure (lefem),keep,,https://openaccess-cdn.clevelandart.org/1987.62/1987.62_web.jpg,https://clevelandart.org/art/1987.62,,,mid-1800s–1910,,,,cleveland,wood,CC0,FALSE,images/CMR/children_artwork/Commemorative_figure_lefem.jpg
130,"Kongo
 Angola, Democratic Republic of the Congo, or Republic of the Congo
 Central Africa",,,AGO,Angola,,Container,keep,,"https://www.artic.edu/iiif/2/2ca1decb-b778-6d9a-ad88-3e410febc8c4/full/843,/0/default.jpg",https://www.artic.edu/artworks/180495,,,18th/19th century,,,,aic,,public domain,FALSE,images/AGO/children_artwork/Container.jpg
131,"Panama, Azuero Peninsula, Parita style, 11th-16th century",,,PAN,Panama,,Crocodile Pendant,keep,,https://openaccess-cdn.clevelandart.org/1990.160/1990.160_web.jpg,https://clevelandart.org/art/1990.160,,,1000–1550,,,,cleveland,"cast gold, modern greenstone",CC0,FALSE,images/PAN/children_artwork/Crocodile_Pendant.jpg
132,"Coclé
 Coclé province, Panama",,,PAN,Panama,,Double Pendant in the Form of a Mythical Saurian with Tusks,keep,,"https://www.artic.edu/iiif/2/31bcfcfe-6644-f36a-b412-a2055baaeae9/full/843,/0/default.jpg",https://www.artic.edu/artworks/99520,,,800–1200,,,,aic,,public domain,FALSE,images/PAN/children_artwork/Double_Pendant_in_the_Form_of_a_Mythical_Saurian_with_Tusks.jpg
133,Nepal,,,NPL,Nepal,,Double-Sided Painted Banner (Paubha) with God Shiva,keep,,"https://www.artic.edu/iiif/2/6847bea2-8d1a-cc2e-c9ae-da6be0ae8192/full/843,/0/default.jpg",https://www.artic.edu/artworks/142517,,,16th-17th century,,,,aic,,public domain,FALSE,images/NPL/children_artwork/Double-Sided_Painted_Banner_Paubha_with_God_Shiva.jpg
134,"Africa, Eastern Africa, unknown maker",,,UGA,Uganda,,Drum (ngoma),keep,,https://openaccess-cdn.clevelandart.org/1929.343/1929.343_web.jpg,https://clevelandart.org/art/1929.343,,,by 1928,,,,cleveland,"Wood, rawhide, and plant fiber",CC0,FALSE,images/UGA/children_artwork/Drum_ngoma.jpg
135,"Africa, West Africa, Côte d'Ivoire or Liberia, Dan-style maker",,,LBR,Liberia,,Face Mask,keep,,https://openaccess-cdn.clevelandart.org/1972.331/1972.331_web.jpg,https://clevelandart.org/art/1972.331,,,possibly early 1900s,,,,cleveland,"Wood, metal, leather, and organic materials",CC0,FALSE,images/LBR/children_artwork/Face_Mask.jpg
136,"Africa, West Africa, Côte d'Ivoire or Liberia, Wè-style carver",,,LBR,Liberia,,Face Mask (Tehe gla),keep,,https://openaccess-cdn.clevelandart.org/1971.294/1971.294_web.jpg,https://clevelandart.org/art/1971.294,,,early 1900s,,,,cleveland,"Wood, boar tusks, pelt, cloth, human hair, probably aluminum, reeds, iron alloy, copper alloy, plant fiber, and paint",CC0,FALSE,images/LBR/children_artwork/Face_Mask_Tehe_gla.jpg
137,"Isthmian Region, Panama-Costa Rica, Veraguas-Chiriquí style, 11th century-16th century",,,CRI,Costa Rica,,Feline Pendant,keep,,https://openaccess-cdn.clevelandart.org/2015.11/2015.11_web.jpg,https://clevelandart.org/art/2015.11,,,1000–1550,,,,cleveland,"gold, cast",CC0,FALSE,images/CRI/children_artwork/Feline_Pendant.jpg
138,"Southern Sotho
 Lesotho or South Africa",,,LSO,Lesotho,,Fertility Figure,keep,,"https://www.artic.edu/iiif/2/35f873ec-ee37-9c3c-61e9-d3132f2b83ef/full/843,/0/default.jpg",https://www.artic.edu/artworks/260026,,,19th century,,,,aic,,public domain,FALSE,images/LSO/children_artwork/Fertility_Figure.jpg
139,"Africa, West Africa, Sierra Leone, Sapi-style carver",,,SLE,Sierra Leone,,Figure,keep,,https://openaccess-cdn.clevelandart.org/1976.29/1976.29_web.jpg,https://clevelandart.org/art/1976.29,,,possibly early 1400s,,,,cleveland,soapstone,CC0,FALSE,images/SLE/children_artwork/Figure.jpg
140,"Burkina Faso, Ghana, or Côte d’Ivoire, Lobi–style artist",,,BFA,Burkina Faso,,Figure (baàthíl),keep,,https://openaccess-cdn.clevelandart.org/1967.152/1967.152_web.jpg,https://clevelandart.org/art/1967.152,,,c. 1900,,,,cleveland,Wood and organic materials,CC0,FALSE,images/BFA/children_artwork/Figure_baàthíl.jpg
141,"Southern Africa, Lesotho, Southern Sotho-style maker",,,LSO,Lesotho,,Figure (kgöngwana-tshingwana/Ngwana sehô),keep,,https://openaccess-cdn.clevelandart.org/2010.208/2010.208_web.jpg,https://clevelandart.org/art/2010.208,,,1800s–1900s,,,,cleveland,"Wood, glass beads, cloth, thread, and copper alloy",CC0,FALSE,images/LSO/children_artwork/Figure_kgöngwana-tshingwanaNgwana_sehô.jpg
142,"Coclé
 Venado Beach, Coclé province, Panama",,,PAN,Panama,,Filagree Pendant in the Form of a Frog or Toad,keep,,"https://www.artic.edu/iiif/2/6b81fe5c-877f-9951-40ba-4d4db735b71e/full/843,/0/default.jpg",https://www.artic.edu/artworks/32545,,,500–1000,,,,aic,,public domain,FALSE,images/PAN/children_artwork/Filagree_Pendant_in_the_Form_of_a_Frog_or_Toad.jpg
143,"Peru, South Andes or Chile, Northern Andes, Tiwanaku style, 5th-10th Century",,,CHL,Chile,,Four-Cornered Hat,keep,,https://openaccess-cdn.clevelandart.org/1997.150/1997.150_web.jpg,https://clevelandart.org/art/1997.150,,,c. 400–1000,,,,cleveland,alpaca,CC0,FALSE,images/CHL/children_artwork/Four-Cornered_Hat.jpg
144,"Jenné-Jeno
 Inland Niger Delta region, Mali
 Northern Africa and the Sahel",,,MLI,Mali,,Fragment of a Kneeling Figure,keep,,"https://www.artic.edu/iiif/2/037e6401-b0bf-a93e-3a0a-1eec498becbe/full/843,/0/default.jpg",https://www.artic.edu/artworks/100938,,,11th-14th century,,,,aic,,public domain,FALSE,images/MLI/children_artwork/Fragment_of_a_Kneeling_Figure.jpg
145,Agostino Brunias,,,DMA,Dominica,,"Francophone Women of Color and a Young Attendant, Dominica [French Mulatresses of Dominica in their Proper Dress]",keep,,https://nrs.harvard.edu/urn-3:HUAM:LEG281322,https://www.harvardartmuseums.org/collections/object/222159,,,c. 1765-1790,,,,harvard,,public domain,FALSE,images/DMA/children_artwork/Francophone_Women_of_Color_and_a_Young_Attendant_Dominica_French_Mulatresses_of_Dominica_in_their_Proper_Dress.jpg
146,"Caucasus, Kazakhstan",,,KAZ,Kazakhstan,,Garden rug,keep,,"https://www.artic.edu/iiif/2/cf9ed9a2-e2c3-e105-ea93-97288fe0109f/full/843,/0/default.jpg",https://www.artic.edu/artworks/37733,,,1890,,,,aic,,public domain,FALSE,images/KAZ/children_artwork/Garden_rug.jpg
147,Denys Corbet,,,GGY,Guernsey,,Guernsey Heifer behind Manoir de Pierre Percee,keep,,http://commons.wikimedia.org/wiki/Special:FilePath/Denys%20Corbet%20%281826-1909%29%20-%20Guernsey%20Heifer%20behind%20Manoir%20de%20Pierre%20Percee%20-%20GUEMG%20%2C%20GMAG%201989.108%20-%20Guernsey%20Museum%20and%20Art%20Gallery.jpg,https://www.wikidata.org/wiki/Q119118436,,,1874,,,,wikidata,,public domain (Wikimedia Commons),FALSE,images/GGY/children_artwork/Guernsey_Heifer_behind_Manoir_de_Pierre_Percee.jpg
148,"Africa, Central Africa, Democratic Republic of the Congo, Kuba-style maker",,,COD,Democratic Republic of the Congo,,Hat (Kalyeem),keep,,https://openaccess-cdn.clevelandart.org/1998.29/1998.29_web.jpg,https://clevelandart.org/art/1998.29,,,possibly early 1900s,,,,cleveland,"Raffia, glass beads, cowrie shells, cloth (including wool), thread, and copper alloy",CC0,FALSE,images/COD/children_artwork/Hat_Kalyeem.jpg
149,"Fang
 Gabon
 Central Africa",,,GAB,Gabon,,Head,keep,,"https://www.artic.edu/iiif/2/73e4f1d9-97a2-1742-5235-72bfcaef9473/full/843,/0/default.jpg",https://www.artic.edu/artworks/187528,,,Mid–late 19th century,,,,aic,,public domain,FALSE,images/GAB/children_artwork/Head.jpg
150,"Africa, West Africa, Mali, Bamana blacksmith",,,MLI,Mali,,Head of a Hobbyhorse (korèdugaso),keep,,https://openaccess-cdn.clevelandart.org/1935.307/1935.307_web.jpg,https://clevelandart.org/art/1935.307,,,late 1800s–early 1900s,,,,cleveland,Wood and iron,CC0,FALSE,images/MLI/children_artwork/Head_of_a_Hobbyhorse_korèdugaso.jpg
151,"Honduras, Copán, Structure 10L-22A, Maya style (250-900)",,,HND,Honduras,,Head of a Young Noble,keep,,https://openaccess-cdn.clevelandart.org/1953.154/1953.154_web.jpg,https://clevelandart.org/art/1953.154,,,746,,,,cleveland,stone,CC0,FALSE,images/HND/children_artwork/Head_of_a_Young_Noble.jpg
152,"Central Thailand, Phetchabun province, possibly Si Thep",,,THA,Thailand,,"Head of Male Deity, possibly Aiyanar",keep,,https://openaccess-cdn.clevelandart.org/1970.11/1970.11_web.jpg,https://clevelandart.org/art/1970.11,,,600–650,,,,cleveland,sandstone,CC0,FALSE,images/THA/children_artwork/Head_of_Male_Deity_possibly_Aiyanar.jpg
153,"Honduras, Copan, Maya, 7th-10th Century",,,HND,Honduras,,Head Ornament,keep,,https://openaccess-cdn.clevelandart.org/1947.176/1947.176_web.jpg,https://clevelandart.org/art/1947.176,,,c. 600–900,,,,cleveland,jade,CC0,FALSE,images/HND/children_artwork/Head_Ornament.jpg
154,"Africa, West Africa, Mali, Bamana-style blacksmith-carver",,,MLI,Mali,,Headdress (chi wara),keep,,https://openaccess-cdn.clevelandart.org/1965.325/1965.325_web.jpg,https://clevelandart.org/art/1965.325,,,early to mid-1900s,,,,cleveland,"Wood, cowrie shells, glass beads, possibly aluminum, iron alloy, upholstery studs, and natural fibers",CC0,FALSE,images/MLI/children_artwork/Headdress_chi_wara.jpg
155,"Africa, Southern Africa, Mozambique, Shona-style maker",,,MOZ,Mozambique,,Headrest,keep,,https://openaccess-cdn.clevelandart.org/1996.268/1996.268_web.jpg,https://clevelandart.org/art/1996.268,,,1900s,,,,cleveland,Wood and colorant,CC0,FALSE,images/MOZ/children_artwork/Headrest.jpg
156,"Swazi
 Eswatini",,,SWZ,Eswatini,,Headrest (Isicamelo),keep,,"https://www.artic.edu/iiif/2/0ae41fa4-8cd7-257e-fad5-40b013c5db28/full/843,/0/default.jpg",https://www.artic.edu/artworks/271708,,,19th century,,,,aic,,public domain,FALSE,images/SWZ/children_artwork/Headrest_Isicamelo.jpg
157,Ecuador,,,ECU,Ecuador,,Healing Mural,keep,,http://commons.wikimedia.org/wiki/Special:FilePath/Mural%20en%20el%20Hospital%20Teodoro%20Maldonado%20Carbo.jpg,https://www.wikidata.org/wiki/Q111842307,,,1970,,,,wikidata,,public domain (Wikimedia Commons),FALSE,images/ECU/children_artwork/Healing_Mural.jpg
158,"Western Sudan, Ivory Coast, Senufo, 20th century",,,CIV,Ivory Coast,,Helmet Mask,keep,,https://openaccess-cdn.clevelandart.org/1972.336/1972.336_web.jpg,https://clevelandart.org/art/1972.336,,,early to mid-1900s,,,,cleveland,wood,CC0,FALSE,images/CIV/children_artwork/Helmet_Mask.jpg
159,"Northeastern Thailand, former kingdom of Angkor",,,THA,Thailand,,Hevajra,keep,,https://openaccess-cdn.clevelandart.org/2011.143/2011.143_web.jpg,https://clevelandart.org/art/2011.143,,,c. 1200,,,,cleveland,Bronze,CC0,FALSE,images/THA/children_artwork/Hevajra.jpg
160,Hong Kong,,,HKG,Hong Kong,,Hong Kong Statue of Democracy,keep,,http://commons.wikimedia.org/wiki/Special:FilePath/2019-10-04%20Protests%20in%20Hong%20Kong%2030.jpg,https://www.wikidata.org/wiki/Q67936511,,,2019,,,,wikidata,,public domain (Wikimedia Commons),FALSE,images/HKG/children_artwork/Hong_Kong_Statue_of_Democracy.jpg
161,"Kuba
 Kasai region, Democratic Republic of the Congo
 Central Africa",,,COD,Democratic Republic of the Congo,,Horn,keep,,"https://www.artic.edu/iiif/2/76b733d0-34a8-8f1c-bda1-95b45773cf7a/full/843,/0/default.jpg",https://www.artic.edu/artworks/88689,,,Late 19th-early 20th century,,,,aic,,public domain,FALSE,images/COD/children_artwork/Horn.jpg
162,,,,SLB,Solomon Islands,,"House-post figure, anthropomorphic effigy, Solomon Islands.",keep,,"https://iiif.wellcomecollection.org/image/M0016045.jpg/full/512,/0/default.jpg",https://www.europeana.eu/item/9200579/mckcg3cm?utm_source=api&utm_medium=api&utm_campaign=caugeoppityr,,,,,,,europeana,,open,FALSE,images/SLB/children_artwork/House-post_figure_anthropomorphic_effigy_Solomon_Islands.jpg
163,,,,NPL,Nepal,,Indra | Indrani,keep,,https://iiif.micr.io/zKcrP/full/max/0/default.jpg,https://www.rijksmuseum.nl/en/collection/AK-MAK-1393,,,ca. 1600 - ca. 1700,,,,rijksmuseum,brons,public domain,FALSE,images/NPL/children_artwork/Indra_Indrani.jpg
164,,,,IMN,Isle of Man,,Isle of Man,keep,,https://pub.raa.se/dokumentation/38a94977-62c5-440d-91b6-8769b90e2702/visning/1,https://www.europeana.eu/item/808/raa_dokumentation_38a94977_62c5_440d_91b6_8769b90e2702?utm_source=api&utm_medium=api&utm_campaign=caugeoppityr,,,,,,,europeana,,open,FALSE,images/IMN/children_artwork/Isle_of_Man.jpg
165,Charles H. Poingdestre,,,JEY,Jersey,,Italian Harvest Scene,keep,,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Poingdestre%20%281825-1905%29%20-%20Italian%20Harvest%20Scene%20-%20LCNUG%201927.1538%20-%20Usher%20Gallery.jpg,https://www.wikidata.org/wiki/Q119075756,,,1850,,,,wikidata,,public domain (Wikimedia Commons),FALSE,images/JEY/children_artwork/Italian_Harvest_Scene.jpg
